Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification
S0009103,C0009103,Louis Dreyfus Company,Rice,India,Asia-Pacific,2,Agriculture,59.24,64.18,43.1,70.45,0.783,336.09,0.44,0.08,1,0,12,47927,0.93,0.013,69.77,1.29,74.28,0.86,91.98,2,4556.0,Moderate
S0006781,C0006781,Nestlé,Cocoa,Japan,Asia-Pacific,3,Agriculture,58.93,57.45,44.14,75.21,0.4519,101.58,0.33,0.38,2,0,29,30523,0.98,0.037,43.31,1.0,55.11,0.44,99.27,0,6939.0,Moderate
S0004658,C0004658,Tata Steel,Iron Ore,Malaysia,Asia-Pacific,3,Metals,75.99,83.53,49.33,95.11,0.1071,990.28,0.47,0.44,1,0,41,10061,0.9,0.028,43.8,0.94,87.4,0.78,60.94,3,4031.0,Moderate
S0000847,C0000847,Foxconn,Electronic Components,China,Asia-Pacific,2,Electronics,68.65,53.52,79.01,73.41,0.1602,872.08,0.63,0.55,0,0,12,10279,0.94,0.064,79.42,1.25,82.16,0.71,65.2,0,11277.0,Low
S0002649,C0002649,Yara International,Ammonia,USA,North America,3,Chemicals,54.04,67.96,49.9,44.27,0.9363,115.87,0.55,0.71,3,0,41,47692,0.89,0.035,30.65,1.08,76.29,0.18,70.38,1,7808.0,Moderate
S0001783,C0001783,Tata Steel,Iron Ore,USA,North America,3,Metals,61.94,38.75,86.67,60.41,0.607,1137.71,0.67,0.37,2,1,9,24448,0.94,0.015,31.42,1.46,55.31,0.85,72.03,1,7038.0,Moderate
S0005135,C0005135,Bunge Limited,Sunflower Seeds,USA,North America,2,Agriculture,52.77,60.53,49.85,47.92,0.0329,130.42,0.79,0.41,1,1,30,24977,0.95,0.028,78.4,0.3,87.91,0.68,87.05,1,3988.0,Moderate
S0003953,C0003953,Sime Darby Plantation,Palm Fruits,Japan,Asia-Pacific,1,Agriculture,55.79,47.71,55.79,63.88,0.2084,1323.43,0.55,0.63,2,1,39,12862,1.0,0.007,70.49,1.43,64.46,0.2,61.41,0,3354.0,Moderate
S0005783,C0005783,Cargill,Cocoa,India,Asia-Pacific,2,Agriculture,60.89,67.55,36.12,79.0,0.5714,735.24,0.46,0.49,0,1,32,23911,0.93,0.022,59.67,0.69,77.16,0.48,81.04,2,9718.0,Moderate
S0006605,C0006605,Cargill,Corn,China,Asia-Pacific,2,Agriculture,57.13,39.12,55.81,76.45,0.1119,673.63,0.5,0.63,1,0,6,41147,0.79,0.033,100.0,0.89,61.12,0.52,60.19,0,3148.0,Moderate
S0000498,C0000498,Syngenta,Seeds,Indonesia,Asia-Pacific,3,Agriculture,53.4,50.69,43.92,65.6,0.5133,278.2,0.77,0.56,0,0,24,19559,0.9,0.015,73.18,0.72,78.02,0.51,49.42,2,7519.0,Moderate
S0009531,C0009531,Bunge Limited,Canola,USA,North America,1,Agriculture,67.4,95.29,43.57,63.35,0.3286,419.13,0.44,0.36,0,1,39,15373,0.9,0.036,77.89,1.3,91.33,0.39,75.55,0,10740.0,Low
S0008285,C0008285,Wilmar International,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,63.66,71.74,48.06,71.19,0.1672,1057.96,0.67,0.31,1,1,38,38347,0.9,0.032,67.46,1.12,76.25,0.13,79.12,0,10239.0,Moderate
S0005070,C0005070,Samsung Electronics,Semiconductors,Malaysia,Asia-Pacific,3,Electronics,37.364999999999995,45.31,25.123750000000005,53.1,0.14,590.0,0.59,0.27,3,0,33,11444,0.81,0.039,83.14,0.61,66.88,0.5,92.27,2,7497.0,High
S0002184,C0002184,Louis Dreyfus Company,Soybeans,Malaysia,Asia-Pacific,3,Agriculture,68.51,24.46,81.08,100.0,0.9433,1057.4,0.48,0.3,1,1,7,35432,0.89,0.048,86.38,1.77,52.65,0.64,54.12,3,2918.0,Moderate
S0007507,C0007507,Olam International,Spices,Brazil,South America,3,Agriculture,48.1,37.37,56.19,50.73,0.9058,1402.71,0.6,0.49,0,0,36,1422,0.92,0.023,59.38,0.87,93.68,0.73,51.8,3,5783.0,Moderate
S0006242,C0006242,Olam International,Spices,USA,North America,1,Agriculture,62.66,46.99,71.98,69.02,0.3134,72.21,0.48,0.51,2,1,32,49505,0.96,0.023,89.17,1.11,57.17,0.13,88.58,0,1091.0,Moderate
S0009399,C0009399,Bunge Limited,Canola,Malaysia,Asia-Pacific,1,Agriculture,65.89,57.03,40.83,99.82,0.2516,1036.1,0.58,0.4,0,0,6,38087,0.95,0.046,94.64,0.75,81.95,0.37,66.18,1,2620.0,Low
S0003592,C0003592,Foxconn,Electronic Components,Japan,Asia-Pacific,1,Electronics,71.13,66.33,81.26,65.81,0.8168,1226.31,0.6,0.37,0,1,33,15394,0.9,0.015,55.51,0.9,75.81,0.12,69.76,2,8078.0,Moderate
S0006020,C0006020,Syngenta,Seeds,Brazil,South America,3,Agriculture,54.07,85.68,39.49,37.04,0.753,471.22,0.61,0.39,1,0,28,5433,0.92,0.041,60.3,0.87,68.39,0.75,64.19,0,9865.0,Moderate
S0000575,C0000575,Syngenta,Seeds,Brazil,South America,3,Agriculture,59.41,93.55,32.88,51.81,0.3934,920.29,0.57,0.79,1,0,40,17579,0.91,0.029,66.04,0.83,90.72,0.59,65.11,0,8954.0,Moderate
S0008165,C0008165,Sime Darby Plantation,Palm Fruits,China,Asia-Pacific,2,Agriculture,57.53,34.48,75.98,62.12,0.1566,581.19,0.66,0.56,3,0,28,3323,0.87,0.01,86.71,0.81,80.92,0.27,72.37,0,8340.0,Moderate
S0005703,C0005703,Wilmar International,Soybeans,Malaysia,Asia-Pacific,2,Agriculture,69.49,60.105000000000004,76.54,77.02,0.71,1343.28,0.77,0.17,1,0,33,36115,0.92,0.012,95.22,0.96,78.69,0.29,70.39,1,4991.0,Low
S0005772,C0005772,Louis Dreyfus Company,Rice,Brazil,South America,2,Agriculture,51.03,51.08,58.37,43.63,0.0274,1461.21,0.64,0.14,3,0,32,23757,0.91,0.024,69.76,0.42,77.97,0.9,48.68,1,3718.0,Moderate
S0002266,C0002266,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,3,Electronics,66.14,44.1,66.93,87.39,0.3907,485.57,0.3,0.43,1,0,10,44298,0.98,0.023,97.31,1.0,88.0,0.26,77.03,2,3217.0,Moderate
S0002671,C0002671,Cargill,Soybeans,India,Asia-Pacific,2,Agriculture,52.04,31.54,55.38,69.21,0.4656,1401.84,0.69,0.44,0,0,45,37556,0.92,0.035,81.42,0.54,100.0,0.32,67.21,0,10700.0,Moderate
S0009067,C0009067,Yara International,Fertilizers,China,Asia-Pacific,1,Chemicals,50.26,49.37,50.44,50.97,0.4438,638.68,0.73,0.83,3,0,14,32660,0.91,0.019,49.24,0.97,76.53,0.32,59.82,1,3055.0,Moderate
S0009000,C0009000,Nestlé,Coffee Beans,USA,North America,1,Food & Beverage,59.67,50.12,57.54,71.34,0.9541,774.06,0.69,0.35,0,1,5,14989,0.92,0.0,82.77,1.31,70.93,0.26,79.7,1,10404.0,Moderate
S0000853,C0000853,Olam International,Cocoa,Malaysia,Asia-Pacific,1,Agriculture,72.44,100.0,79.11,38.21,0.427,1259.65,0.83,0.46,3,1,8,29064,0.9,0.06,54.07,1.06,68.58,0.78,76.91,1,2424.0,Low
S0001563,C0001563,Wilmar International,Soybeans,Indonesia,Asia-Pacific,3,Agriculture,55.65,63.7,33.26,69.99,0.1541,747.44,0.53,0.38,2,1,34,41828,0.98,0.024,25.74,1.49,83.14,0.11,88.35,1,8452.0,Moderate
S0000755,C0000755,Louis Dreyfus Company,Wheat,USA,North America,3,Agriculture,72.15,98.44,59.95,58.07,0.2124,396.12,0.55,0.3,1,1,14,41604,0.83,0.018,100.0,1.29,88.89,0.2,70.64,3,7596.0,Moderate
S0007418,C0007418,Foxconn,Electronic Components,Indonesia,Asia-Pacific,3,Electronics,74.53,61.73,81.02,80.84,0.818,1402.99,0.47,0.33,0,1,38,44678,0.85,0.002,75.02,1.43,95.98,0.9,76.07,1,5635.0,Low
S0009468,C0009468,Wilmar International,Sugar,USA,North America,2,Agriculture,74.01,60.105000000000004,63.56,79.53,0.3865,354.14,0.65,0.06,3,0,36,26770,0.91,0.024,60.94,0.56,77.01,0.74,68.4,0,7193.0,Low
S0005145,C0005145,Samsung Electronics,LCD Panels,India,Asia-Pacific,1,Electronics,77.54,71.68,71.58,89.35,0.7865,725.15,0.26,0.18,2,0,49,36109,0.93,0.023,71.77,0.58,100.0,0.52,52.69,1,5632.0,Low
S0003511,C0003511,Bunge Limited,Soybeans,China,Asia-Pacific,3,Agriculture,66.23,77.68,53.71,67.3,0.2468,87.35,0.46,0.41,1,1,17,17249,0.96,0.055,75.1,0.49,70.34,0.47,57.9,1,5891.0,Low
S0001560,C0001560,Nestlé,Cocoa,Japan,Asia-Pacific,2,Agriculture,52.75,22.94,54.17,81.15,0.9251,1410.78,0.88,0.09,3,1,38,8769,0.85,0.017,88.7,1.66,58.8,0.65,86.98,0,7485.0,Moderate
S0006975,C0006975,Nestlé,Cocoa,Indonesia,Asia-Pacific,3,Agriculture,67.61,64.19,75.19,63.44,0.0936,1451.83,0.66,0.61,2,0,10,9632,0.85,0.01,70.23,0.42,49.98,0.7,75.02,4,9810.0,Moderate
S0001706,C0001706,Bunge Limited,Sunflower Seeds,China,Asia-Pacific,3,Agriculture,61.29,71.75,63.46,48.66,0.6011,640.88,0.78,0.32,2,1,50,10874,0.95,0.027,57.91,0.74,71.52,0.71,65.22,1,6067.0,Moderate
S0008556,C0008556,Foxconn,Electronic Components,Malaysia,Asia-Pacific,1,Electronics,59.84,75.99,53.84,49.69,0.6789,285.33,0.65,0.21,1,0,50,3570,0.91,0.036,75.79,1.24,81.74,0.52,73.82,1,9148.0,Moderate
S0004314,C0004314,Sime Darby Plantation,Palm Oil,Japan,Asia-Pacific,2,Agriculture,45.0,39.72,39.26,56.02,0.7928,1285.64,0.9,0.33,0,0,18,20331,0.92,0.041,79.71,0.69,81.64,0.37,58.22,0,3871.0,Moderate
S0005288,C0005288,Syngenta,Crop Protection Chemicals,China,Asia-Pacific,2,Chemicals,52.3,46.57,27.02,83.3,0.741,487.6,0.49,0.44,3,1,28,29534,0.87,0.04,50.29,0.4,83.7,0.15,63.39,5,1692.0,High
S0004445,C0004445,Yara International,Fertilizers,India,Asia-Pacific,3,Chemicals,67.22,62.98,98.24,40.45,0.6415,291.8,0.49,0.31,2,0,21,23749,0.92,0.04,81.02,0.98,85.58,0.15,55.88,0,761.0,Low
S0009242,C0009242,Louis Dreyfus Company,Soybeans,Indonesia,Asia-Pacific,2,Agriculture,69.57,65.77,68.25,74.7,0.6721,468.47,0.41,0.88,1,0,41,7127,0.9,0.061,100.0,0.72,55.77,0.67,71.53,1,9077.0,Low
S0002574,C0002574,Louis Dreyfus Company,Rice,India,Asia-Pacific,1,Agriculture,53.44,37.98,45.16,77.18,0.92,1406.4,0.65,0.28,1,0,27,36938,0.9,0.032,93.55,0.51,79.38,0.48,82.95,0,8516.0,Moderate
S0008537,C0008537,Syngenta,Seeds,Indonesia,Asia-Pacific,1,Agriculture,68.05,67.11,68.22,68.83,0.8917,1397.9,0.63,0.19,2,0,25,35464,0.9,0.042,67.53,1.43,98.46,0.63,64.12,0,5272.0,Low
S0001342,C0001342,Olam International,Spices,Indonesia,Asia-Pacific,2,Agriculture,56.74,61.37,36.13,72.73,0.2284,726.07,0.44,0.71,0,1,46,28301,0.93,0.042,89.18,0.46,78.69,0.73,83.18,1,3240.0,Moderate
S0007823,C0007823,Tata Steel,Steel Billets,Malaysia,Asia-Pacific,3,Metals,73.78,74.77,70.9,75.66,0.8873,248.9,0.5,0.23,1,1,5,29502,0.89,0.031,53.54,0.2,39.96,0.81,76.35,1,9390.0,Low
S0000211,C0000211,Bunge Limited,Soybeans,Japan,Asia-Pacific,2,Agriculture,65.43,81.78,60.96,53.55,0.2338,1235.09,0.7,0.0,0,1,35,3353,0.9,0.04,69.76,1.0,65.14,0.5,57.54,1,10464.0,Low
S9000010,C9000010,Olam International,Spices,India,Asia-Pacific,2,Agriculture,49.73,32.79,63.74,52.67,0.0466,780.21,0.59,0.58,2,0,22,23406,0.94,0.021,85.43,1.17,77.83,0.83,81.9,1,5679.0,Moderate
S0002963,C0002963,Wilmar International,Palm Oil,Japan,Asia-Pacific,3,Agriculture,77.31,84.76,58.8,88.38,0.5718,485.04,0.44,0.65,2,0,10,21593,0.89,0.0,40.18,1.17,74.85,0.51,75.9,0,949.0,Low
S0002250,C0002250,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,69.12,56.94,73.32,77.11,0.9755,721.79,0.62,0.76,3,1,47,19925,0.88,0.02,87.61,0.63,80.88,0.5,67.96,1,9105.0,Low
S0005400,C0005400,Samsung Electronics,Semiconductors,Malaysia,Asia-Pacific,1,Electronics,72.57,66.15,68.63,82.94,0.5207,1454.8,0.54,0.38,0,1,38,45784,0.86,0.015,65.25,1.0,74.69,0.88,56.45,1,1821.0,Low
S0006859,C0006859,Olam International,Spices,Brazil,South America,1,Agriculture,43.92,41.64,44.11,46.0,0.5406,432.22,0.6,0.41,1,1,39,44398,0.83,0.025,63.55,1.3,62.87,0.44,63.24,1,909.0,Moderate
S0008363,C0008363,Wilmar International,Palm Oil,Brazil,South America,1,Agriculture,71.57,55.48,64.79,59.38,0.7914,442.91,0.66,0.38,3,1,27,9257,0.94,0.039,64.99,1.23,87.92,0.5,59.35,3,8318.0,Moderate
S0008369,C0008369,Wilmar International,Soybeans,China,Asia-Pacific,3,Agriculture,78.88,71.5,65.14,100.0,0.4339,1224.58,0.65,0.41,3,0,45,46279,0.83,0.044,62.0,0.39,71.34,0.81,84.71,1,8823.0,Low
S0001790,C0001790,Archer Daniels Midland,Wheat,Japan,Asia-Pacific,3,Agriculture,49.26,44.13,48.38,55.27,0.738,338.59,0.38,0.56,3,1,34,21597,0.93,0.061,100.0,0.68,93.55,0.68,66.11,3,2280.0,Moderate
S0003910,C0003910,Archer Daniels Midland,Soybeans,India,Asia-Pacific,3,Agriculture,77.5,80.82,80.02,71.66,0.4665,697.22,0.6,0.73,0,1,10,26200,0.88,0.04,71.65,1.23,91.06,0.33,81.33,2,4201.0,Moderate
S0002444,C0002444,Foxconn,Electronic Components,Malaysia,Asia-Pacific,1,Electronics,79.93,86.25,71.91,81.63,0.8637,281.93,0.47,0.35,0,0,43,45033,0.88,0.01,69.76,1.38,92.7,0.12,60.27,1,3008.0,Low
S0008460,C0008460,Nestlé,Coffee Beans,Malaysia,Asia-Pacific,1,Food & Beverage,61.09,58.09,61.79,63.38,0.716,317.21,0.79,0.24,1,1,9,22095,0.83,0.037,57.38,0.22,99.33,0.44,53.88,1,4111.0,Moderate
S0007972,C0007972,Archer Daniels Midland,Soybeans,Brazil,South America,2,Agriculture,65.63,91.75,31.99,73.16,0.215,487.39,0.51,0.13,1,0,20,32275,0.96,0.042,97.09,0.79,80.71,0.26,75.32,4,5534.0,Moderate
S0002023,C0002023,Foxconn,Electronic Components,India,Asia-Pacific,3,Electronics,65.01,63.19,65.91,65.94,0.4546,1382.34,0.4,0.86,2,0,49,32591,0.88,0.045,69.76,1.77,85.96,0.62,62.22,1,5660.0,Low
S0004167,C0004167,Archer Daniels Midland,Soybeans,Japan,Asia-Pacific,3,Agriculture,63.39,61.2,66.94,62.02,0.0247,908.5,0.75,0.43,2,1,25,30813,0.97,0.036,71.15,1.47,67.17,0.5,56.1,2,11256.0,Moderate
S0006334,C0006334,Archer Daniels Midland,Corn,Indonesia,Asia-Pacific,1,Agriculture,62.09,43.53,79.4,63.35,0.5064,1185.99,0.38,0.48,1,0,16,30393,0.81,0.006,70.41,1.08,77.01,0.55,60.88,1,7188.0,Moderate
S0007878,C0007878,Louis Dreyfus Company,Soybeans,Brazil,South America,1,Agriculture,79.12,74.87,88.16,74.33,0.1524,1354.75,0.68,0.41,0,0,34,48888,0.93,0.029,41.2,1.14,47.65,0.81,45.84,2,8643.0,Moderate
S0007692,C0007692,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,1,Agriculture,75.6,97.31,52.4,77.1,0.7793,1248.33,0.37,0.0,3,0,36,7433,0.92,0.009,65.23,0.81,90.52,0.73,79.92,0,5737.0,Low
S0004178,C0004178,Olam International,Cashew Nuts,Indonesia,Asia-Pacific,3,Agriculture,76.77,92.22,67.71,70.39,0.5381,200.74,0.53,0.61,1,0,17,47390,0.9,0.021,50.18,1.35,89.72,0.21,93.08,1,11708.0,Low
S0003250,C0003250,Olam International,Spices,China,Asia-Pacific,2,Agriculture,66.66,85.1,66.47,48.4,0.6174,1446.42,0.51,0.78,2,1,11,10586,0.92,0.014,76.59,0.93,58.0,0.21,67.2,1,2919.0,Low
S0002104,C0002104,Wilmar International,Sugar,USA,North America,2,Agriculture,68.41,86.29,67.43,51.51,0.5437,1276.83,0.57,0.38,2,0,35,43503,0.92,0.029,68.39,1.43,53.72,0.58,54.98,1,604.0,Low
S0004628,C0004628,Bunge Limited,Sunflower Seeds,China,Asia-Pacific,1,Agriculture,58.72,48.33,50.54,77.28,0.8929,607.04,0.67,0.0,2,1,34,17876,0.85,0.016,74.46,0.75,78.89,0.55,76.93,2,11840.0,Moderate
S0009662,C0009662,Bunge Limited,Sunflower Seeds,Brazil,South America,1,Agriculture,57.14,50.37,55.91,65.13,0.2932,1016.47,0.36,0.33,2,0,34,16346,0.87,0.042,83.45,0.62,66.8,0.22,78.32,1,4786.0,Moderate
S0001289,C0001289,Sime Darby Plantation,Palm Kernel,USA,North America,3,Agriculture,61.9,53.16,66.74,65.79,0.0342,890.66,0.55,0.32,2,0,23,31436,0.95,0.033,76.94,0.42,81.35,0.11,57.56,2,4640.0,Moderate
S0002541,C0002541,Louis Dreyfus Company,Rice,India,Asia-Pacific,2,Agriculture,62.58,43.06,83.29,61.38,0.2429,1427.82,0.45,0.6,0,0,15,42039,0.8,0.028,81.12,0.59,68.51,0.85,62.74,0,439.0,Moderate
S0003763,C0003763,Yara International,Fertilizers,China,Asia-Pacific,2,Chemicals,55.6,60.105000000000004,73.75,39.97,0.7726,771.52,0.61,0.63,3,1,15,17614,0.91,0.016,23.32,0.65,100.0,0.44,81.97,1,7508.0,Moderate
S0004550,C0004550,Nestlé,Coffee Beans,Malaysia,Asia-Pacific,1,Food & Beverage,67.11,71.72,76.61,53.0,0.5154,936.62,0.58,0.49,2,0,32,32703,0.92,0.047,58.0,1.05,73.14,0.48,72.27,2,2184.0,Moderate
S0002412,C0002412,Tata Steel,Iron Ore,USA,North America,2,Metals,84.53,93.91,78.53,81.15,0.6041,778.27,0.9999999999999999,0.49,2,0,39,5984,0.9,0.025,66.94,1.6,80.04,0.71,80.44,3,3903.0,Moderate
S0005610,C0005610,Cargill,Corn,Malaysia,Asia-Pacific,3,Agriculture,55.77,70.71,44.41,52.18,0.5446,1220.18,0.56,0.18,2,0,9,21673,0.95,0.046,84.64,0.52,76.44,0.36,74.26,1,7915.0,Moderate
S0002179,C0002179,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,1,Electronics,70.33,48.2,65.15,97.63,0.7473,250.87,0.49,0.38,1,0,11,41604,0.84,0.004,32.77,1.34,59.54,0.48,63.26,1,9416.0,Low
S0008277,C0008277,Cargill,Corn,China,Asia-Pacific,2,Agriculture,62.89,45.66,45.93,97.08,0.4018,835.83,0.56,0.46,2,0,14,2440,0.84,0.042,56.15,0.53,56.84,0.32,81.24,2,9920.0,Moderate
S0008709,C0008709,Tata Steel,Iron Ore,Indonesia,Asia-Pacific,3,Metals,61.6,93.58,44.43,46.78,0.2104,496.1,0.91,0.24,0,1,17,47073,1.0,0.03,71.91,0.77,75.08,0.65,93.36,1,6067.0,Moderate
S0006805,C0006805,Louis Dreyfus Company,Rice,China,Asia-Pacific,1,Agriculture,56.94,52.44,76.28,42.1,0.2336,1071.54,0.74,0.43,3,0,31,40180,0.88,0.047,100.0,0.34,77.82,0.83,51.78,0,6191.0,Moderate
S0009790,C0009790,Olam International,Spices,USA,North America,1,Agriculture,56.78,57.02,70.24,43.07,0.1344,1341.79,0.51,0.56,1,1,40,28515,0.95,0.02,89.72,1.09,65.31,0.9,72.3,1,2011.0,Moderate
S0002458,C0002458,Foxconn,Printed Circuit Boards,India,Asia-Pacific,2,Electronics,50.69,53.89,64.27,33.92,0.1787,219.4,0.93,0.14,3,1,24,26795,0.86,0.04,74.92,1.66,85.8,0.66,69.02,1,6067.0,Moderate
S0004684,C0004684,Nestlé,Cocoa,Malaysia,Asia-Pacific,2,Agriculture,54.22,29.24,67.47,65.95,0.0439,1111.99,0.63,0.14,2,1,26,33935,0.91,0.032,80.96,0.93,66.91,0.37,82.01,0,413.0,Moderate
S0007590,C0007590,Syngenta,Seeds,China,Asia-Pacific,1,Agriculture,62.88,59.61,64.13,64.9,0.8765,449.43,0.4,0.32,1,0,49,25234,0.91,0.022,82.45,1.33,80.13,0.48,58.25,0,3297.0,Moderate
S0003328,C0003328,Sime Darby Plantation,Palm Oil,Indonesia,Asia-Pacific,2,Agriculture,68.62,77.12,63.15,65.59,0.3089,1439.41,0.53,0.27,2,0,16,49190,0.92,0.031,56.16,1.14,68.06,0.89,88.67,1,5530.0,Low
S0008205,C0008205,Sime Darby Plantation,Palm Oil,Japan,Asia-Pacific,1,Agriculture,62.89,53.86,77.93,56.89,0.381,245.01,0.52,0.28,0,0,19,40295,0.85,0.025,100.0,1.67,100.0,0.87,100.0,2,1537.0,Moderate
S0006161,C0006161,Olam International,Cashew Nuts,China,Asia-Pacific,3,Agriculture,74.17,74.1,79.5,68.91,0.4016,1355.8,0.6,0.3,1,1,27,28139,0.91,0.031,70.53,1.44,70.13,0.85,78.13,0,9717.0,Low
S0000514,C0000514,Olam International,Spices,India,Asia-Pacific,3,Agriculture,64.61,65.3,54.91,73.61,0.7185,1210.08,0.45,0.3,2,1,49,31842,0.9,0.029,84.99,1.0,80.01,0.31,66.52,0,6959.0,Moderate
S0003858,C0003858,Olam International,Cashew Nuts,India,Asia-Pacific,2,Agriculture,50.63,56.6,43.57,51.72,0.3036,922.69,0.57,0.15,0,1,36,25376,0.95,0.035,40.65,0.58,75.21,0.35,42.32,0,9714.0,Moderate
S0007576,C0007576,Nestlé,Milk Powder,China,Asia-Pacific,3,Food & Beverage,74.8,55.79,91.6,77.02,0.8506,350.63,0.61,0.65,2,1,48,34952,0.94,0.031,63.27,0.97,88.17,0.78,60.73,1,833.0,Low
S0004172,C0004172,Syngenta,Seeds,USA,North America,2,Agriculture,53.82,61.84,50.81,48.82,0.0416,1251.09,0.52,0.92,0,1,43,46640,0.84,0.05,38.84,1.17,76.47,0.28,61.6,1,9426.0,Moderate
S0004360,C0004360,Sime Darby Plantation,Palm Kernel,Japan,Asia-Pacific,3,Agriculture,61.81,64.45,76.76,44.22,0.5922,349.73,0.56,0.14,0,1,48,24139,0.82,0.046,69.28,0.83,74.69,0.3,70.44,1,593.0,Moderate
S0002147,C0002147,Cargill,Cocoa,Brazil,South America,2,Agriculture,62.58,63.89,64.79,72.56,0.7456,121.71,0.53,0.27,1,1,5,45156,0.9,0.049,77.69,0.54,68.22,0.54,46.23,1,8618.0,Low
S0003106,C0003106,Tata Steel,Iron Ore,China,Asia-Pacific,2,Metals,49.17,50.96,45.03,51.51,0.6885,488.55,0.77,0.47,0,0,33,3539,0.92,0.012,73.98,0.55,75.62,0.52,65.88,0,1924.0,Moderate
S0000922,C0000922,Olam International,Spices,India,Asia-Pacific,2,Agriculture,67.0,50.27,99.62,51.1,0.4276,77.73,0.5,0.62,2,1,27,36801,0.78,0.022,86.37,0.88,62.69,0.57,75.29,2,6722.0,Moderate
S0009405,C0009405,Cargill,Corn,USA,North America,3,Agriculture,64.66,74.17,65.85,53.96,0.4768,596.99,0.86,0.37,2,0,47,3548,0.87,0.024,69.76,0.84,81.86,0.14,47.8,2,546.0,Moderate
S0004884,C0004884,Samsung Electronics,Semiconductors,USA,North America,3,Electronics,62.58,70.92,73.08,71.04,0.1075,530.03,0.49,0.33,0,1,50,19367,0.9,0.035,34.92,1.54,72.87,0.69,88.77,2,11208.0,Moderate
S0006552,C0006552,Cargill,Soybeans,Japan,Asia-Pacific,1,Agriculture,68.56,81.92,75.76,48.0,0.8946,639.6,0.59,0.76,1,1,39,22906,0.9,0.014,87.47,0.52,100.0,0.49,63.39,4,2623.0,Moderate
S0004016,C0004016,Sime Darby Plantation,Palm Kernel,Japan,Asia-Pacific,1,Agriculture,71.35,60.74,74.37,78.94,0.3859,1197.8,0.56,0.33,2,1,30,36990,0.95,0.031,73.67,0.58,87.36,0.6,80.29,1,8836.0,Moderate
S0001796,C0001796,Yara International,Ammonia,Japan,Asia-Pacific,2,Chemicals,60.85,57.33,81.12,44.09,0.7149,1029.27,0.58,0.5,0,1,19,43781,0.92,0.017,62.36,1.3,67.56,0.74,81.71,0,7230.0,Moderate
S0002088,C0002088,Nestlé,Milk Powder,Japan,Asia-Pacific,2,Food & Beverage,65.88,60.68,65.3,71.66,0.5768,1015.88,0.67,0.65,3,0,25,4229,0.88,0.053,92.39,0.82,100.0,0.17,75.36,2,7187.0,Moderate
S0001592,C0001592,Yara International,Fertilizers,Indonesia,Asia-Pacific,3,Chemicals,59.36,57.28,69.43,51.38,0.2983,1429.51,0.31,0.05,3,0,10,9762,0.96,0.041,40.31,0.95,64.26,0.24,83.07,1,6655.0,Moderate
S0002715,C0002715,Samsung Electronics,LCD Panels,Japan,Asia-Pacific,1,Electronics,73.95,71.33,66.31,84.22,0.2561,1019.03,0.77,0.56,1,0,36,16825,0.89,0.024,56.35,0.93,65.61,0.22,61.52,0,10326.0,Low
S0004402,C0004402,Bunge Limited,Soybeans,India,Asia-Pacific,2,Agriculture,44.13,51.68,43.51,37.2,0.2507,1182.04,0.68,0.39,2,0,46,10231,0.95,0.044,73.5,1.36,58.21,0.45,43.52,2,4502.0,Moderate
S0002997,C0002997,Tata Steel,Iron Ore,India,Asia-Pacific,3,Metals,56.22,64.53,66.91,37.22,0.1841,616.07,0.46,0.0,0,0,9,30960,0.95,0.053,92.89,1.12,66.09,0.82,70.57,2,6128.0,Moderate
S0005506,C0005506,Cargill,Corn,Japan,Asia-Pacific,2,Agriculture,82.47,66.03,100.0,81.38,0.4037,815.71,0.84,0.4,2,0,25,42010,0.89,0.037,57.09,1.42,51.42,0.5,82.01,3,113.0,Moderate
S0005089,C0005089,Samsung Electronics,LCD Panels,USA,North America,3,Electronics,64.79,41.36,77.19,75.83,0.896,798.24,0.45,0.67,0,0,49,17207,0.89,0.014,100.0,1.02,46.67,0.78,83.15,0,541.0,Moderate
S0003003,C0003003,Wilmar International,Palm Oil,India,Asia-Pacific,1,Agriculture,54.56,57.13,39.32,67.24,0.8085,863.87,0.42,0.07,0,0,27,30944,0.86,0.043,60.01,1.17,81.26,0.33,70.86,1,366.0,Moderate
S0003112,C0003112,Olam International,Cashew Nuts,Malaysia,Asia-Pacific,1,Agriculture,63.89,46.66,71.7,73.3,0.8805,1349.1,0.47,0.07,3,0,43,25723,0.84,0.046,51.29,0.34,73.81,0.21,76.9,0,1855.0,Moderate
S0000165,C0000165,Foxconn,Printed Circuit Boards,Japan,Asia-Pacific,3,Electronics,68.43,68.99,72.08,64.22,0.2083,944.34,0.71,0.57,1,1,40,41245,0.94,0.019,70.76,1.27,71.86,0.57,49.39,1,10102.0,Low
