SC_ID,Year,Month,Country,Region,Industry_Sector,Supplier_Tier,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,GHG_Scope1_Intensity,GHG_Scope2_Intensity,GHG_Scope3_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Certifications_Active,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Incident_History_Count,Labour_Compliance_Score,Diversity_Index,Financial_Stability_Score,Freight_Cost,Cost_Index,Commodity_Price_Index,Commodity_Demand,Trade_Volume,Logistics_Distance_km,Risk_Classification
SC0000083,2025.0,OCT,PARAGUAY,LAC,Energy & Utilities,1,69.0,75.28,60.06,71.05,0.1303,1.633,0.759,1.836,52.84,0.573,0.205,3,1,SA8000,19.0,16461.0,0.865,0.041,1.0,100.0,0.273,82.18,24668.24,1.173,0.811,39179.0,5628.0,3619.0,Moderate
SC0000084,2019.0,JUN,MOZAMBIQUE,SSA,Metals & Mining (Primary),1,68.31,63.45,76.97,65.07,0.2104,1.503,0.496,1.927,166.99,0.547,0.487,2,1,ISO 9001,28.0,1306.0,0.773,0.014,0.0,95.88,0.272,90.32,24744.64,1.409,0.901,18131.0,11513.0,3435.0,Moderate
SC0000085,2024.0,OCT,PERU,LAC,Metals & Mining (Primary),1,74.05,71.32,68.72,81.67,0.1686,0.719,1.157,1.814,165.07,0.697,0.41,2,1,ISO 14001; FSSC 22000,22.0,19647.0,0.937,0.062,0.0,75.42,0.131,73.5,18197.7,0.723,0.699,50064.0,107.0,5278.0,Moderate
SC0000086,2025.0,OCT,INDIA,SA,"Consumer Goods, Retail & Logistics",1,65.39,65.29,67.55,67.92,0.1682,1.314,0.132,2.05,322.12,0.617,0.606,2,1,BRCGS,59.0,14381.0,0.618,0.013,0.0,81.2,0.75,79.34,21087.26,0.958,0.737,61191.0,15498.0,2748.0,Moderate
SC0000087,2020.0,OCT,ARMENIA,ECA,Metals & Mining (Primary),1,59.54,58.33,61.06,62.93,0.516,4.613,2.467,8.709,701.12,0.495,0.174,2,0,RSPO,47.0,6552.0,0.529,0.021,0.0,73.38,0.306,66.69,12203.95,0.978,0.839,2902.0,393.0,3180.0,High
SC0000088,2024.0,OCT,INDONESIA,EAP,Metals & Mining (Primary),1,68.45,76.45,64.29,68.5,0.0005,7.036,2.489,4.154,657.1,0.762,0.542,3,1,BRCGS,4.0,17416.0,0.877,0.0,0.0,84.35,0.083,84.74,14433.53,1.404,1.205,34368.0,20384.0,433.0,Moderate
SC0000089,2025.0,JAN,GABON,SSA,Metals & Mining (Primary),2,64.79,58.11,65.16,71.77,0.1286,0.925,0.582,1.777,257.41,0.676,0.4,1,0,FSSC 22000; BRCGS,7.0,4184.0,0.853,0.059,0.0,92.1,0.366,76.77,10600.78,1.045,0.924,15136.0,18459.0,3477.0,High
SC0000090,2025.0,JAN,INDONESIA,EAP,Metals & Mining (Primary),1,78.56,79.05,82.01,75.85,0.6113,6.437,2.836,7.75,630.9,0.465,0.414,2,0,RSPO; Fairtrade,30.0,14453.0,0.993,0.047,0.0,89.27,0.156,68.13,4312.02,1.392,1.04,26292.0,12684.0,4750.0,High
SC0000091,2019.0,APR,CHINA,EAP,Metals & Mining (Primary),1,76.67,68.86,75.84,78.53,0.7652,8.604,2.429,11.137,459.86,0.355,0.76,2,1,RSPO,19.0,6815.0,0.796,0.058,0.0,78.29,0.505,72.12,19913.89,1.766,1.08,29901.0,11969.0,4477.0,High
SC0000092,2025.0,JUL,AZERBAIJAN,ECA,"Oil, Gas & Refining",1,72.36,76.15,71.98,66.01,0.4336,3.188,1.069,7.956,334.37,0.172,0.173,2,1,FSSC 22000; Fairtrade,22.0,1918.0,0.751,0.081,1.0,79.61,0.542,77.12,25476.02,1.381,0.827,74567.0,14084.0,3352.0,High
SC0000093,2024.0,MAR,INDONESIA,EAP,Agriculture & Agribusiness,1,59.93,51.92,62.36,63.76,0.0813,1.512,0.4,2.458,102.37,0.664,0.377,2,1,SA8000; LEED,26.0,7967.0,0.739,0.066,2.0,68.08,0.577,60.64,16416.31,1.613,1.864,49763.0,3478.0,1.0,High
SC0000094,2020.0,APR,NIGERIA,SSA,Food & Beverage Processing,1,82.16,87.55,81.41,77.65,0.1077,1.226,0.422,2.399,247.07,0.15,0.551,2,0,BRCGS,1.0,9782.0,0.615,0.039,0.0,91.67,0.215,77.6,9680.21,1.082,0.902,67406.0,1411.0,3237.0,Moderate
SC0000095,2022.0,JUN,CAMEROON,SSA,Agriculture & Agribusiness,2,68.08,82.38,83.36,100.0,0.0005,3.744,1.171,6.826,228.9,0.3,0.264,1,0,BRCGS,34.0,2976.0,0.313,0.0,4.0,69.44,0.475,55.32,67211.37,1.559,1.34,19576.0,13675.0,4457.0,High
SC0000096,2024.0,JAN,SRI LANKA,SA,Chemicals & Petrochemicals,1,69.69,75.65,65.34,66.24,0.1043,0.804,1.205,3.173,178.54,0.476,0.211,2,1,ISO 14001,12.0,10485.0,0.951,0.046,0.0,83.64,0.303,86.18,15797.58,1.006,0.993,55357.0,8501.0,2198.0,Moderate
SC0000097,2023.0,MAR,GERMANY,ECA,Industrial Manufacturing & Construction,1,47.07,38.56,53.74,50.11,0.1347,3.327,0.809,4.782,97.89,0.523,0.554,3,1,BRCGS,11.0,8977.0,0.899,0.03,0.0,99.23,0.066,65.0,9066.31,1.486,0.898,11958.0,14806.0,2922.0,Moderate
SC0000098,2023.0,OCT,SWITZERLAND,ECA,Pharmaceuticals & Healthcare,1,41.56,46.11,42.15,40.68,0.186,2.409,1.021,0.01,135.67,0.924,0.286,2,1,Fairtrade; ISO 9001,32.0,1263.0,0.833,0.044,0.0,87.28,0.329,49.91,6386.75,0.956,1.115,18617.0,3512.0,5296.0,High
SC0000099,2024.0,OCT,JAPAN,EAP,"Electronics, Semiconductors & Technology",1,64.58,63.7,68.59,65.06,0.1857,2.579,0.606,1.65,94.73,0.482,0.205,2,1,BRCGS,47.0,15742.0,0.798,0.036,0.0,84.03,0.815,72.93,22103.9,0.664,0.739,34355.0,15378.0,5263.0,Moderate
SC0000100,2022.0,JAN,ITALY,ECA,Automotive & Transportation,1,64.31,61.59,67.63,61.49,0.0579,1.553,1.23,2.547,254.19,0.636,0.793,2,1,RSPO,13.0,12724.0,0.894,0.063,1.0,93.94,0.171,80.74,9547.61,1.043,1.362,37129.0,11956.0,4206.0,Moderate
SC0000101,2021.0,DEC,CHILE,LAC,Metals & Mining (Primary),1,65.67,67.74,53.23,63.88,0.5273,6.48,1.989,7.031,208.99,0.703,0.152,2,1,RSPO,44.0,8636.0,0.871,0.013,0.0,86.1,0.755,97.91,20851.46,1.348,0.86,58082.0,11822.0,2046.0,Moderate
SC0000102,2020.0,OCT,UNITED ARAB EMIRATES,MENA-AP,Steel & Metallurgical,1,54.2,50.62,61.28,52.1,0.6546,5.613,2.538,7.535,751.85,0.357,0.817,2,1,SA8000,51.0,12717.0,0.715,0.106,0.0,94.26,0.325,47.67,19986.84,1.017,0.986,62189.0,14947.0,2492.0,High
SC0000103,2021.0,AUG,INDONESIA,EAP,Metals & Mining (Primary),1,55.63,56.38,67.5,47.12,0.4759,7.313,3.119,3.028,499.86,0.346,0.374,3,0,BRCGS,1.0,2393.0,0.791,0.001,0.0,83.18,0.52,84.92,22754.62,1.255,0.747,23293.0,12790.0,2355.0,Moderate
SC0000104,2020.0,JAN,YEMEN,MENA-AP,"Oil, Gas & Refining",2,56.12,55.76,54.81,57.61,0.1825,1.763,0.657,2.205,137.11,0.483,0.007,3,0,BRCGS,25.0,11844.0,0.81,0.0,1.0,82.1,0.177,72.41,26564.17,1.525,0.892,45629.0,8611.0,2370.0,Moderate
SC0000105,2025.0,JUL,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,23.48,40.9,55.44,56.74,0.1452,3.906,1.851,4.102,128.72,0.631,0.138,1,0,BRCGS,27.0,2055.0,0.523,0.015,0.0,76.9,0.212,33.03,25809.81,1.27,1.25,69413.0,10430.0,2599.0,High
SC0000106,2024.0,AUG,QATAR,MENA-AP,"Oil, Gas & Refining",1,66.58,56.32,67.97,73.36,1.3501,5.279,2.463,10.033,255.37,0.627,0.493,2,1,SA8000,48.0,23139.0,0.683,0.077,0.0,84.08,0.516,66.67,20730.04,1.413,0.926,72927.0,5153.0,5126.0,High
SC0000107,2021.0,JAN,NAMIBIA,SSA,Metals & Mining (Primary),1,61.89,62.47,59.88,64.38,0.0783,2.758,0.854,2.181,203.46,0.712,0.0,2,0,ISO 9001; ISO 14001,40.0,5980.0,0.852,0.089,0.0,91.67,0.046,88.71,13290.7,0.937,0.574,21252.0,13506.0,729.0,Moderate
SC0000108,2021.0,DEC,CHINA,EAP,Metals & Mining (Primary),1,68.38,74.72,76.91,54.84,0.529,6.388,1.293,8.768,235.42,0.899,0.081,3,1,FSSC 22000; RSPO; BRCGS,43.0,10705.0,0.981,0.019,0.0,77.09,0.08,77.9,16716.56,0.571,1.046,49155.0,6713.0,3539.0,Moderate
SC0000109,2022.0,NOV,DENMARK,ECA,"Consumer Goods, Retail & Logistics",2,67.3,58.61,68.27,75.97,0.1487,1.101,1.036,1.807,248.95,0.543,0.852,2,1,BRCGS,12.0,10476.0,1.0,0.072,0.0,90.29,0.331,99.0,19373.84,1.175,0.98,1728.0,1.0,1483.0,Moderate
SC0000110,2020.0,AUG,SWITZERLAND,ECA,"Consumer Goods, Retail & Logistics",1,67.7,54.38,73.27,70.02,0.035,3.073,0.458,4.491,189.4,0.702,0.502,2,0,SA8000; ISO 14001,46.0,3435.0,0.644,0.138,0.0,80.11,0.203,72.96,19766.19,0.928,0.754,54767.0,6603.0,4451.0,High
SC0000111,2022.0,SEP,COLOMBIA,LAC,Metals & Mining (Primary),1,55.28,52.2,54.71,58.9,0.0329,2.326,1.253,2.897,173.86,0.544,0.401,2,1,ISO 14001; ISO 9001,11.0,24619.0,0.921,0.005,0.0,71.21,0.255,73.24,18801.93,1.087,1.263,63018.0,1.0,5413.0,Moderate
SC0000112,2021.0,AUG,SOUTH KOREA,EAP,"Electronics, Semiconductors & Technology",1,74.48,77.26,70.39,76.75,0.0927,1.978,0.925,6.078,11.64,0.679,0.462,1,1,ISO 14001; LEED,44.0,17151.0,1.0,0.009,0.0,95.45,0.464,92.38,17606.64,1.335,1.178,45305.0,6147.0,2441.0,Moderate
SC0000113,2019.0,OCT,ARGENTINA,LAC,Food & Beverage Processing,1,48.23,81.36,87.03,89.0,0.0903,1.889,0.251,3.289,148.82,0.497,0.362,1,0,BRCGS,33.0,9627.0,0.437,0.032,1.0,95.03,0.293,30.56,21933.22,1.15,0.711,54243.0,22550.0,4265.0,High
SC0000114,2019.0,NOV,BURKINA FASO,SSA,Metals & Mining (Primary),1,85.68,78.95,94.52,84.57,0.0447,2.44,0.726,2.552,117.44,0.418,0.302,3,1,ISO 14001; Fairtrade,37.0,11818.0,0.867,0.008,1.0,87.07,0.527,81.88,7803.81,1.29,0.859,17374.0,13415.0,8319.0,Moderate
SC0000115,2025.0,MAR,PAKISTAN,SA,Fertilizers,1,64.99,85.4,97.11,73.62,0.0231,1.698,1.163,3.868,146.49,0.646,0.235,3,1,BRCGS,65.0,7518.0,0.927,0.042,0.0,82.86,0.432,73.98,12628.25,0.752,1.116,57920.0,7803.0,3448.0,Moderate
SC0000116,2020.0,NOV,NEPAL,SA,Automotive & Transportation,2,61.69,59.98,64.09,63.45,0.2402,2.14,0.529,1.25,238.89,0.696,0.27,2,1,ISO 14001,27.0,9596.0,0.747,0.127,0.0,92.7,0.306,48.27,13234.69,1.367,0.829,44174.0,18791.0,4018.0,High
SC0000117,2022.0,APR,MOZAMBIQUE,SSA,Metals & Mining (Primary),2,52.09,45.57,56.03,57.79,0.2325,1.503,0.51,3.154,200.88,0.801,0.0,3,0,RSPO,18.0,3941.0,0.894,0.02,0.0,89.42,0.247,85.91,12031.36,0.975,0.85,54130.0,8910.0,1.0,Moderate
SC0000118,2022.0,JAN,BRAZIL,LAC,Food & Beverage Processing,1,55.94,57.41,50.42,54.74,0.0882,0.783,0.485,2.539,223.47,0.669,0.72,2,1,LEED; ISO 14001,15.0,14237.0,0.976,0.04,2.0,85.83,0.449,69.91,10301.99,0.997,1.039,17982.0,11121.0,1.0,Moderate
SC0000119,2019.0,DEC,INDIA,SA,"Oil, Gas & Refining",1,52.59,45.63,50.88,55.35,0.6439,4.871,0.618,5.606,33.25,0.542,0.394,3,1,FSSC 22000,31.0,8853.0,0.896,0.02,2.0,76.42,0.518,88.52,18612.51,1.249,1.03,32423.0,13436.0,2134.0,High
SC0000120,2019.0,MAR,BANGLADESH,SA,Pharmaceuticals & Healthcare,1,63.26,63.68,65.84,60.08,0.0778,1.844,1.359,2.104,240.22,0.078,0.802,2,1,BRCGS,10.0,24886.0,0.828,0.093,0.0,81.51,0.307,94.31,13487.7,1.199,1.061,44739.0,13303.0,3011.0,High
SC0000121,2022.0,OCT,ZIMBABWE,SSA,Food & Beverage Processing,2,82.13,84.1,85.93,81.98,0.0715,1.149,0.778,3.166,187.36,0.348,0.837,2,1,BRCGS,24.0,15954.0,0.923,0.074,0.0,78.97,0.205,72.08,16956.04,0.707,1.078,50553.0,13963.0,1681.0,Moderate
SC0000122,2022.0,JUL,CHINA,EAP,"Electronics, Semiconductors & Technology",1,61.71,66.88,55.65,61.47,0.2226,2.022,1.341,4.625,150.99,0.74,0.108,2,1,ISO 14001,22.0,10620.0,0.654,0.007,0.0,62.71,0.259,64.62,18500.02,1.118,0.912,45404.0,17380.0,2223.0,Moderate
SC0000123,2019.0,MAY,BRAZIL,LAC,Agriculture & Agribusiness,1,73.19,68.31,76.3,73.14,0.7737,1.197,0.923,3.205,201.92,0.522,0.735,3,1,ISO 9001,23.0,11786.0,0.906,0.022,1.0,87.84,0.647,99.0,10843.21,0.486,0.841,72124.0,5953.0,3665.0,High
SC0000124,2023.0,APR,KENYA,SSA,Agriculture & Agribusiness,2,82.14,81.18,88.95,74.5,0.1101,0.774,0.303,3.073,63.91,0.289,0.568,2,1,SA8000,6.0,21885.0,0.827,0.073,1.0,77.23,0.584,67.96,6576.15,1.352,1.05,19618.0,10337.0,3567.0,Moderate
SC0000125,2019.0,JUL,JAMAICA,LAC,Food & Beverage Processing,2,58.82,65.25,62.26,55.15,0.0963,0.856,1.196,1.766,223.0,0.644,0.097,1,1,BRCGS,2.0,17191.0,0.917,0.028,1.0,87.18,0.827,62.56,5660.72,1.232,1.007,55622.0,13420.0,4711.0,High
SC0000126,2022.0,NOV,MEXICO,LAC,Automotive & Transportation,2,63.86,63.5,66.18,63.1,0.2305,2.869,0.689,3.117,169.06,0.737,0.185,3,1,BRCGS,15.0,11650.0,0.866,0.014,0.0,91.72,0.108,53.08,1087.17,1.307,0.771,26862.0,13541.0,4426.0,Moderate
SC0000127,2019.0,MAY,COLOMBIA,LAC,Food & Beverage Processing,1,88.65,87.44,85.27,92.92,0.1073,1.294,0.325,0.458,219.48,0.825,0.432,2,1,ISO 9001,19.0,10376.0,0.807,0.032,1.0,100.0,0.224,63.86,16328.43,1.015,0.517,35888.0,15272.0,6114.0,Moderate
SC0000128,2025.0,AUG,MOZAMBIQUE,SSA,Metals & Mining (Primary),1,72.82,78.95,66.8,70.86,0.1771,2.967,1.465,4.763,28.58,0.636,0.552,2,0,Fairtrade; FSSC 22000; ISO 14001,67.0,2876.0,0.938,0.129,1.0,94.25,0.136,74.12,17141,0.986,1.075,24730.0,16659.0,4884.0,High
SC0000129,2019.0,MAY,SWEDEN,ECA,Automotive & Transportation,1,95.52,86.21,100.0,99.5,0.2022,0.512,0.107,0.814,282.33,0.168,0.418,3,1,BRCGS,22.0,2839.0,1.0,0.058,0.0,91.56,0.073,80.3,25142.08,0.912,1.35,9338.0,19094.0,2858.0,Moderate
SC0000130,2023.0,JUN,GERMANY,ECA,Automotive & Transportation,1,82.63,69.98,94.02,81.15,0.0095,1.769,1.341,2.502,255.42,0.561,0.589,2,1,FSSC 22000; ISO 14001,17.0,3675.0,0.944,0.022,0.0,90.13,0.476,66.99,16786.97,0.996,0.583,20459.0,4234.0,2594.0,Moderate
SC0000131,2022.0,OCT,SOUTH AFRICA,SSA,Metals & Mining (Primary),1,74.6,71.63,65.49,82.34,0.1725,1.496,1.369,4.419,201.29,0.423,0.547,2,1,BRCGS,3.0,11796.0,0.895,0.017,0.0,75.62,0.235,52.93,14295.91,0.785,1.068,38134.0,21714.0,2733.0,Moderate
SC0000132,2025.0,FEB,INDIA,SA,Metals & Mining (Primary),1,58.33,57.29,69.54,51.93,1.1355,4.032,2.358,11.011,869.55,0.208,0.25,3,1,LEED,22.0,8052.0,0.991,0.079,0.0,92.3,0.603,72.42,18143.44,1.287,0.891,1.0,11610.0,2469.0,High
SC0000133,2020.0,FEB,INDIA,SA,Automotive & Transportation,1,77.76,76.23,78.24,82.2,0.0401,2.599,0.628,2.465,199.88,0.64,0.096,2,1,FSSC 22000,43.0,10448.0,0.578,0.081,0.0,76.02,0.491,85.2,27376.09,1.17,0.921,25159.0,10093.0,2967.0,Moderate
SC0000134,2022.0,JAN,BURUNDI,SSA,Agriculture & Agribusiness,2,55.08,57.5,47.1,54.27,0.089,0.824,0.485,0.969,95.81,0.42,0.682,1,1,RSPO,10.0,3089.0,1.0,0.051,0.0,86.31,0.265,76.86,21788.25,1.068,0.79,58751.0,3644.0,5496.0,Moderate
SC0000135,2019.0,MAY,SIERRA LEONE,SSA,Metals & Mining (Primary),2,64.08,63.83,61.7,66.25,0.2772,4.938,1.542,10.6,567.74,0.498,0.361,2,1,Fairtrade; LEED,51.0,20507.0,0.984,0.078,1.0,100.0,0.12,72.72,21092.67,0.515,1.177,31960.0,1.0,2710.0,Moderate
SC0000136,2025.0,SEP,SRI LANKA,SA,Pharmaceuticals & Healthcare,2,81.95,80.0,83.11,89.63,0.0621,0.01,0.653,2.905,162.72,0.66,0.642,1,1,ISO 9001,38.0,21109.0,0.943,0.007,0.0,89.13,0.703,99.0,4468.84,1.305,0.829,40851.0,8081.0,4391.0,Moderate
SC0000137,2022.0,JAN,MALAYSIA,EAP,Agriculture & Agribusiness,1,62.77,63.77,62.37,68.28,0.0777,0.567,0.471,3.156,177.86,0.468,0.0,2,1,BRCGS,26.0,34448.0,0.588,0.0,2.0,59.49,0.474,99.0,21956.28,1.244,1.724,65480.0,1762.0,3117.0,High
SC0000138,2024.0,MAR,CHINA,EAP,1,1,63.63,54.07,61.21,73.99,0.2056,3.102,1.596,0.402,100.65,0.58,0.242,2,0,ISO 14001; RSPO,35.0,21237.0,0.817,0.035,0.0,74.66,0.396,86.7,12329.89,1.136,0.977,31381.0,12085.0,5293.0,Moderate
SC0000139,2022.0,AUG,TANZANIA,SSA,Agriculture & Agribusiness,2,64.75,67.39,67.84,66.63,0.1789,3.017,0.051,2.135,163.9,0.897,0.22,2,1,FSSC 22000; Fairtrade,21.0,15406.0,0.857,0.004,0.0,78.07,0.312,99.0,26404.67,0.823,1.088,52859.0,11307.0,3967.0,Moderate
SC0000140,2022.0,MAR,BHUTAN,SA,Energy & Utilities,2,57.91,56.78,65.11,54.52,0.0844,0.801,0.848,1.604,153.13,0.253,0.279,2,0,BRCGS,45.0,11762.0,0.949,0.02,1.0,93.59,0.25,49.82,6580.68,0.797,1.351,1.0,10323.0,4281.0,Moderate
SC0000141,2025.0,OCT,UNITED ARAB EMIRATES,MENA-AP,Steel & Metallurgical,1,73.7,73.45,81.11,64.6,1.5495,6.894,2.36,3.511,574.87,0.256,0.262,2,1,LEED,32.0,4644.0,0.799,0.005,0.0,70.46,0.309,99.0,754.54,0.556,1.184,41948.0,5896.0,5516.0,High
SC0000142,2023.0,JUL,NAMIBIA,SSA,"Consumer Goods, Retail & Logistics",1,75.4,72.3,74.2,81.1,0.0541,1.429,0.422,2.954,107.49,0.655,0.473,2,0,BRCGS,41.0,20927.0,1.0,0.031,1.0,75.47,0.131,59.89,21948.74,0.946,1.039,33711.0,11646.0,545.0,Moderate
SC0000143,2020.0,APR,FRANCE,ECA,"Electronics, Semiconductors & Technology",1,62.35,58.68,67.48,64.65,0.1457,1.146,1.627,2.364,97.59,0.342,0.388,2,1,RSPO,33.0,11939.0,0.661,0.005,0.0,94.55,0.262,73.7,7324.69,1.214,1.27,45409.0,16023.0,4385.0,Moderate
SC0000144,2020.0,APR,CZECH REPUBLIC,ECA,Automotive & Transportation,1,44.73,40.87,51.02,47.27,0.0424,1.77,0.331,3.629,242.6,0.538,0.128,2,1,Fairtrade; RSPO,19.0,4985.0,0.673,0.084,0.0,81.25,0.22,70.61,2545.93,1.018,0.698,63451.0,1.0,3482.0,High
SC0000145,2019.0,JUN,BANGLADESH,SA,Pharmaceuticals & Healthcare,1,52.25,67.43,75.0,77.75,0.0757,6.535,1.108,5.443,124.1,0.534,0.142,1,0,BRCGS,30.0,5610.0,0.412,0.047,5.0,73.83,0.362,57.73,19449.5,1.399,0.833,43257.0,21749.0,4232.0,High
SC0000146,2019.0,OCT,CHINA,EAP,1,1,63.04,63.28,63.63,63.03,0.0005,2.172,1.151,1.045,309.52,0.717,0.445,2,1,BRCGS,20.0,10.0,0.869,0.054,2.0,79.42,0.548,67.49,6619.28,0.974,1.335,71214.0,10903.0,3081.0,Moderate
SC0000147,2022.0,MAR,FINLAND,ECA,"Electronics, Semiconductors & Technology",1,77.13,71.42,84.44,74.29,0.169,1.495,0.687,2.59,132.28,0.381,0.569,1,0,BRCGS,17.0,10.0,0.945,0.03,1.0,100.0,0.54,71.7,19448.3,0.383,1.015,70648.0,10201.0,666.0,Moderate
SC0000148,2019.0,DEC,UNITED ARAB EMIRATES,MENA-AP,"Consumer Goods, Retail & Logistics",2,66.3,69.73,58.57,68.78,0.1399,1.376,0.252,2.398,310.67,0.6,0.286,2,1,LEED,32.0,19124.0,0.811,0.048,0.0,84.03,0.048,82.01,12261.12,1.255,0.974,24351.0,17176.0,1754.0,Moderate
SC0000149,2024.0,MAY,IVORY COAST,SSA,Agribusiness/Commodities,1,54.91,51.83,51.71,60.13,0.0734,1.759,0.881,2.806,275.62,0.561,0.136,3,0,ISO 9001,21.0,15350.0,0.802,0.002,0.0,100.0,0.509,76.32,17650.27,0.888,1.03,40934.0,3313.0,3659.0,Moderate
SC0000150,2023.0,JUN,IRAQ,MENA-AP,"Oil, Gas & Refining",1,36.61,70.07,62.48,59.28,0.5572,8.24,0.016,13.145,617.66,0.474,0.47,1,0,BRCGS,35.0,5485.0,0.313,0.088,3.0,88.31,0.234,18.45,42569.03,1.706,1.144,23310.0,5491.0,3156.0,High
SC0000151,2023.0,DEC,ZIMBABWE,SSA,Food & Beverage Processing,2,66.44,61.79,74.01,61.35,0.0667,1.058,0.471,1.125,278.4,0.747,0.214,2,0,BRCGS,22.0,15750.0,0.969,0.007,1.0,68.26,0.347,68.45,10413.09,0.923,0.881,48023.0,14642.0,4091.0,Moderate
SC0000152,2019.0,SEP,TURKEY,ECA,"Consumer Goods, Retail & Logistics",2,64.46,69.07,64.81,61.67,0.0552,2.12,1.126,1.979,92.95,0.551,0.092,2,0,BRCGS,19.0,8189.0,0.874,0.059,1.0,86.86,0.438,59.58,17375.96,1.243,1.108,43796.0,8603.0,2201.0,Moderate
SC0000153,2020.0,DEC,PAKISTAN,SA,"Oil, Gas & Refining",1,33.65,73.45,75.89,62.93,0.4408,2.42,1.633,10.35,336.65,0.541,0.314,1,0,BRCGS,43.0,612.0,0.433,0.07,2.0,73.12,0.044,52.37,23742.82,1.557,0.859,24220.0,11513.0,1141.0,High
SC0000154,2019.0,JUN,BRAZIL,LAC,Agriculture & Agribusiness,1,69.17,69.99,57.44,73.55,0.8315,2.47,2.255,5.982,375.0,0.573,0.604,1,0,BRCGS,21.0,10.0,0.774,0.084,1.0,74.74,0.575,99.0,8743.15,1.436,0.539,35356.0,6494.0,2116.0,High
SC0000155,2022.0,MAY,BRAZIL,LAC,Food & Beverage Processing,1,58.03,51.29,63.09,56.9,0.0509,0.968,0.629,1.305,207.65,0.529,0.607,3,0,BRCGS,28.0,14973.0,0.849,0.068,0.0,68.11,0.436,71.26,10084.62,1.034,0.813,29461.0,17116.0,5034.0,Moderate
SC0000156,2021.0,SEP,IRAQ,MENA-AP,"Oil, Gas & Refining",1,75.23,76.83,83.87,65.59,0.4973,4.698,3.018,10.395,224.81,0.536,0.245,2,0,BRCGS,14.0,18192.0,0.831,0.0,1.0,69.71,0.372,69.25,9123.2,0.627,1.185,44570.0,14302.0,1830.0,High
SC0000157,2024.0,OCT,CHILE,LAC,Metals & Mining (Primary),1,67.21,65.99,68.82,63.62,0.9121,5.568,1.328,6.909,491.38,0.597,0.596,1,0,RSPO,19.0,19134.0,1.0,0.046,0.0,89.6,0.393,91.22,6588.58,1.165,1.254,35571.0,13482.0,5114.0,High
SC0000158,2022.0,FEB,LIBYA,MENA-AP,"Oil, Gas & Refining",1,48.25,46.0,55.79,47.68,0.3701,5.693,1.394,4.481,164.55,0.555,0.697,3,0,FSSC 22000,17.0,12481.0,0.551,0.035,1.0,86.4,0.426,72.29,25033.88,0.821,1.484,42887.0,4633.0,2380.0,High
SC0000159,2019.0,OCT,GHANA,SSA,Agriculture & Agribusiness,1,78.88,68.29,85.17,80.84,0.1017,1.211,0.176,2.764,336.12,0.675,0.781,2,1,ISO 9001; LEED,24.0,11578.0,0.927,0.038,0.0,85.57,0.284,83.33,20108.91,1.144,0.891,52647.0,12963.0,2680.0,Moderate
SC0000160,2023.0,JUN,SRI LANKA,SA,Chemicals & Petrochemicals,1,72.62,66.99,85.28,68.94,0.187,3.074,1.415,2.479,203.78,0.391,0.047,2,1,BRCGS,10.0,12348.0,0.98,0.03,0.0,82.65,0.369,75.9,2782.36,1.067,1.42,28057.0,15125.0,3041.0,Moderate
SC0000161,2023.0,NOV,BANGLADESH,SA,"Consumer Goods, Retail & Logistics",2,64.56,65.75,60.0,61.66,0.1384,1.413,0.981,1.434,38.18,0.385,0.505,2,1,BRCGS,23.0,19236.0,0.828,0.027,1.0,86.47,0.57,62.83,13537.56,0.663,1.197,33514.0,16474.0,3148.0,Moderate
SC0000162,2022.0,APR,PALESTINE,MENA-AP,"Consumer Goods, Retail & Logistics",2,92.84,100.0,93.29,81.46,0.0511,1.943,1.049,3.308,207.32,0.542,0.55,3,1,BRCGS,33.0,3886.0,0.784,0.028,1.0,82.74,0.5,57.36,17932.34,1.249,1.158,20532.0,13606.0,6148.0,Moderate
SC0000163,2023.0,OCT,NIGERIA,SSA,Fertilizers,1,53.44,51.92,51.82,48.65,0.1795,0.944,0.421,2.113,106.71,0.729,0.234,3,1,BRCGS,22.0,4753.0,1.0,0.0,1.0,82.15,0.237,70.32,7931.45,0.669,0.885,16358.0,18656.0,1382.0,Moderate
SC0000164,2025.0,JUN,BANGLADESH,SA,Food & Beverage Processing,1,72.69,70.65,77.4,70.13,0.0908,0.614,0.614,2.214,305.24,0.225,0.165,2,1,RSPO,7.0,12539.0,0.892,0.065,1.0,84.17,0.349,84.7,16994.96,0.778,0.824,47558.0,16363.0,6011.0,Moderate
SC0000165,2023.0,JAN,ALGERIA,MENA-AP,"Oil, Gas & Refining",1,55.47,76.67,82.14,75.72,0.6205,4.215,1.473,1.514,121.52,0.546,0.238,1,0,BRCGS,20.0,1442.0,0.295,0.02,2.0,61.87,0.41,29.18,39670.28,1.475,1.497,43419.0,9523.0,4429.0,High
SC0000166,2023.0,APR,DOMINICAN REPUBLIC,LAC,Agriculture & Agribusiness,2,71.19,81.9,67.61,64.25,0.1073,0.753,0.643,2.086,266.1,0.583,0.873,1,1,ISO 9001; LEED; BRCGS,14.0,14574.0,0.914,0.062,2.0,77.17,0.098,87.79,16506.76,0.938,1.394,38071.0,14786.0,4801.0,High
