Supplier_ID,Commodity_ID,Supplier_Name,Commodity_Name,Country,Region,Supplier_Tier,Industry_Sector,ESG_Score,Environmental_Score,Social_Score,Governance_Score,Carbon_Emission_Intensity,Water_Intensity,Waste_Management_Efficiency,Renewable_Energy_Usage,Compliance_Level,Sustainability_Report_Availability,Lead_Time_Days,Production_Capacity,On_Time_Delivery_Rate,Defect_Rate,Financial_Stability_Score,Cost_Index,Labour_Compliance_Score,Diversity_Index,Supplier_Audit_Score,Incident_History_Count,Logistics_Distance_km,Risk_Classification,Emission_to_Capacity_Ratio,Operational_Reliability_Index,LeadTime_Capacity_Ratio,Green_Efficiency_Score,Resilience_Score,Sustainability_Risk_Index,ESG_Compliance_Composite,Social_Responsibility_Score,Regional_Risk_Index,Emission_Per_Dollar,Emission_Votality
SYN_SUP_00061,SYN_COM_00061,Synthetic Supplier 61,Synthetic Commodity 61,Japan,South America,2,Agriculture,76.87126069,61.40914906,59.65929499,82.79611782,0.2204,835.45,0.4,0.41,1,0,42,37053,0.924286632,0.02,74.66940143,1.23,97.17512626,0.37,79.56,1,9855,Moderate,5.95E-06,0.905800899,0.001133511,0.405,0.225452037,48.72172542,59.45608975,67.22964749,24.41928555,0.179186992,0.390777474
SYN_SUP_00062,SYN_COM_00062,Synthetic Supplier 62,Synthetic Commodity 62,Malaysia,Asia-Pacific,3,Agriculture,77.51764213,98.53378815,84.46228553,71.43539478,0.0797,1078.07,0.57,0.44,0,0,39,36731,0.892818975,0.026,96.98208455,0.22,71.4807039,0.62,73.22,1,1525,Low,2.17E-06,0.869605681,0.001061773,0.505,0,38.16132525,46.51058528,84.63114276,19.51874501,0.362272727,0.243630252
SYN_SUP_00063,SYN_COM_00063,Synthetic Supplier 63,Synthetic Commodity 63,Indonesia,Asia-Pacific,2,Electronics,66.46064511,95.95599028,59.33862015,76.39259101,0.9793,1205.96,0.55,0.46,2,1,34,38313,0.842913105,0.05,96.86999737,1.07,87.96658049,0.72,59.26,0,11620,Low,2.56E-05,0.80076745,0.000887427,0.505,0.517135605,60.60460754,66.54305373,74.06931007,35.15983525,0.915233645,0.932187442
SYN_SUP_00064,SYN_COM_00064,Synthetic Supplier 64,Synthetic Commodity 64,India,Asia-Pacific,2,Electronics,81.40924292,87.46337886,76.82569977,73.55026619,0.8413,932.12,0.5,0.39,3,1,41,19570,0.94262839,0.046,91.51562449,1.31,75.9629665,0.71,66.96,1,10090,Low,4.30E-05,0.899267484,0.002095043,0.445,0.822970254,47.18926498,88.84554575,82.61284989,9.261089909,0.64221374,0.782942935
SYN_SUP_00065,SYN_COM_00065,Synthetic Supplier 65,Synthetic Commodity 65,Brazil,Asia-Pacific,2,Chemicals,73.62724829,55.27469712,74.69736215,68.78398002,0.9315,1272.41,0.43,0.86,0,1,22,14233,0.821538799,0.029,60.07695324,1.13,72.71541018,0.34,46.85,1,11166,Moderate,6.54E-05,0.797714174,0.001545704,0.645,0,74.4679631,44.17634897,74.14868107,18.22248311,0.824336283,0.909270094
SYN_SUP_00066,SYN_COM_00066,Synthetic Supplier 66,Synthetic Commodity 66,China,Asia-Pacific,3,Chemicals,53.12459897,32.57881589,57.40815107,63.88501809,0.592,897.92,0.66,0.37,0,0,21,4381,0.789045771,0.037,86.80319043,0.94,75.11081922,0.43,61.49,2,959,Moderate,0.000135129,0.759851078,0.004793426,0.515,0,70.30639036,31.87475938,67.30407553,25.09000292,0.629787234,0.512829327
SYN_SUP_00067,SYN_COM_00067,Synthetic Supplier 67,Synthetic Commodity 67,Japan,Asia-Pacific,3,Agriculture,70.4970414,32.8699704,58.92720666,64.29686473,0.7715,499.87,0.54,0.32,0,1,13,29044,0.885012909,0.046,76.94879118,1.11,60.68338261,0.83,62.24,0,11768,Moderate,2.66E-05,0.844302315,0.000447597,0.43,0,71.26353551,42.29822484,76.06360333,27.64600311,0.695045045,0.687567879
SYN_SUP_00068,SYN_COM_00068,Synthetic Supplier 68,Synthetic Commodity 68,Indonesia,Asia-Pacific,1,Agriculture,67.47187965,75.35723593,58.18042518,66.26605121,0.3161,132.71,0.7,0.33,3,1,35,28574,0.914416646,0.025,70.67541443,0.63,86.76578802,0.4,78.57,1,9240,Low,1.11E-05,0.89155623,0.00122489,0.515,0.630111061,28.73734212,80.48312779,67.09021259,35.15983525,0.501746032,0.319256764
SYN_SUP_00069,SYN_COM_00069,Synthetic Supplier 69,Synthetic Commodity 69,China,Asia-Pacific,3,Metals,69.06238064,81.46903594,89.44192351,72.28919362,0.1676,1025.92,0.61,0.25,2,0,44,6087,0.914332265,0.035,72.25149734,1.59,60.35975731,0.12,62.18,1,10981,Low,2.75E-05,0.882330636,0.00722852,0.43,0.424998064,47.20150011,68.10409505,77.12096175,25.09000292,0.105408805,0.406089021
SYN_SUP_00070,SYN_COM_00070,Synthetic Supplier 70,Synthetic Commodity 70,Japan,North America,3,Electronics,76.70551469,44.54026885,89.21203731,65.27988583,0.4893,635.6,0.58,0.3,0,1,38,29712,0.873282613,0.01,92.121109,1.37,73.06393837,0.18,78.16,2,1760,Moderate,1.65E-05,0.864549787,0.001278945,0.44,0,65.93556986,46.02330881,78.20601865,18.3849132,0.357153285,0.416016285
SYN_SUP_00071,SYN_COM_00071,Synthetic Supplier 71,Synthetic Commodity 71,India,Asia-Pacific,2,Agriculture,73.15847695,96.53127961,86.07155843,60.50731923,0.4282,878.07,0.58,0.42,3,0,10,18637,0.894950617,0.037,91.34968804,0.65,90.78993125,0.51,56.71,1,11459,Low,2.30E-05,0.861837444,0.000536567,0.5,0.787285817,29.84953307,83.89508617,83.23577922,9.261089909,0.658769231,0.54294651
SYN_SUP_00072,SYN_COM_00072,Synthetic Supplier 72,Synthetic Commodity 72,India,Asia-Pacific,3,Agriculture,61.42473286,67.37182748,60.27685512,67.298154,0.8177,1012.75,0.69,0.41,0,0,47,9434,0.854704782,0.044,71.8085221,1.47,73.9823577,0.58,52.2,0,9282,Moderate,8.67E-05,0.817097771,0.00498198,0.55,0,80.9938435,36.85483971,71.73842756,9.261089909,0.556258503,0.77254732
SYN_SUP_00073,SYN_COM_00073,Synthetic Supplier 73,Synthetic Commodity 73,Malaysia,Asia-Pacific,1,Agriculture,79.41083131,89.29845266,77.02653679,74.93000309,0.2194,527.62,0.45,0.79,2,0,43,39498,0.871050718,0.019,53.98067138,0.82,83.09715132,0.54,66.69,1,3060,Low,5.55E-06,0.854500755,0.001088663,0.62,0.307510163,33.32454238,74.31316545,79.3132684,19.51874501,0.267560976,0.251770904
SYN_SUP_00074,SYN_COM_00074,Synthetic Supplier 74,Synthetic Commodity 74,Brazil,South America,3,Agriculture,61.04641658,49.9581263,50.8632731,59.84914443,0.3594,549.98,0.44,0.36,2,1,43,4493,0.901710752,0.045,68.14610079,1.7,72.46175,0.84,74.82,3,8873,Moderate,8.00E-05,0.861133769,0.009570443,0.4,0.391219391,56.45208753,63.29451661,72.23163655,14.99576555,0.211411765,0.412606653
SYN_SUP_00075,SYN_COM_00075,Synthetic Supplier 75,Synthetic Commodity 75,Brazil,North America,3,Agriculture,37.365,79.23878846,43.08093942,26.42847968,0.8306,1344.1,0.64,0.42,1,1,31,24400,0.787730365,0.024,70.50916426,1.18,70.46954586,0.65,90.6,1,1115,High,3.40E-05,0.768824837,0.001270492,0.53,0.180697322,77.05391667,35.75233333,64.54046971,8.961393198,0.703898305,0.734912025
SYN_SUP_00076,SYN_COM_00076,Synthetic Supplier 76,Synthetic Commodity 76,China,Asia-Pacific,2,Food & Beverage,62.54824274,55.33330766,76.67698014,84.45419786,0.8354,535.72,0.62,0.67,2,1,33,21079,0.83976056,0.023,77.95184967,0.65,63.54390113,0.39,90.46,1,10017,Low,3.96E-05,0.820446067,0.001565539,0.645,0.42636859,52.07644837,64.19561231,76.13849007,25.09000292,1.285230769,0.710109098
SYN_SUP_00077,SYN_COM_00077,Synthetic Supplier 77,Synthetic Commodity 77,USA,North America,1,Chemicals,62.99177497,58.77260804,65.51723367,69.78317887,0.3299,1044.58,0.65,0.69,0,1,28,35512,0.951405268,0.038,92.06511084,1.38,86.88649244,0.35,73.98,1,3725,Moderate,9.29E-06,0.915251868,0.000788466,0.67,0,66.90037876,37.79506498,69.75861684,8.865419883,0.239057971,0.41559305
SYN_SUP_00078,SYN_COM_00078,Synthetic Supplier 78,Synthetic Commodity 78,Malaysia,Asia-Pacific,1,Agriculture,71.02756766,91.78077135,79.81105098,47.09559074,0.9066,837.78,0.34,0.4,0,0,29,11314,0.918546012,0.042,38.93994537,0.69,89.57080895,0.19,48.22,0,10383,Low,8.01E-05,0.879967079,0.002563196,0.37,0,68.15535132,42.61654059,73.70552549,19.51874501,1.313913043,0.809528114
SYN_SUP_00079,SYN_COM_00079,Synthetic Supplier 79,Synthetic Commodity 79,Brazil,South America,3,Chemicals,63.96919896,78.25223792,69.99280645,65.52662755,0.5027,975.34,0.56,0.35,3,0,8,21652,0.966968011,0.023,45.62496371,0.82,74.62044287,0.26,72.8,1,4131,Low,2.32E-05,0.944727747,0.000369481,0.455,0.431031692,37.47828036,78.38151938,70.19640323,14.99576555,0.61304878,0.512426523
SYN_SUP_00080,SYN_COM_00080,Synthetic Supplier 80,Synthetic Commodity 80,Japan,Asia-Pacific,3,Metals,70.8459584,74.27984569,60.2394432,94.08142304,0.8877,1142.6,0.53,0.27,0,1,15,8984,0.860299894,0.02,58.54523883,1.47,99.08449344,0.71,57.21,1,1858,Low,9.88E-05,0.843093896,0.001669635,0.4,0,79.44641456,42.50757504,74.3197216,27.64600311,0.603877551,0.743742027
SYN_SUP_00081,SYN_COM_00081,Synthetic Supplier 81,Synthetic Commodity 81,USA,Asia-Pacific,2,Agriculture,74.1570736,71.43593228,61.20591638,41.93623171,0.7426,633.85,0.56,0.75,0,1,27,25430,0.857234643,0.046,76.8216816,1.32,49.11023217,0.41,76.45,1,5237,Moderate,2.92E-05,0.817801849,0.001061738,0.655,0,72.41002424,44.49424416,68.80295819,18.12650979,0.562575758,0.611346075
SYN_SUP_00082,SYN_COM_00082,Synthetic Supplier 82,Synthetic Commodity 82,Japan,Asia-Pacific,2,Agriculture,37.365,17.20605718,32.29160484,35.71097742,0.2917,515.69,0.78,0.36,0,1,42,17021,0.92904547,0.021,73.98903004,1.23,56.18431966,0.39,77.36,1,10739,High,1.71E-05,0.909535515,0.00246754,0.57,0,72.66475,22.419,53.94580242,27.64600311,0.237154472,0.389498284
SYN_SUP_00083,SYN_COM_00083,Synthetic Supplier 83,Synthetic Commodity 83,USA,North America,2,Chemicals,52.56699776,60.01146739,58.18929347,56.93040054,0.9379,345.39,0.6,0.29,2,1,19,2654,0.895625625,0.046,86.6524557,0.99,98.74108114,0.62,73.44,4,4202,Low,0.000353391,0.854426846,0.007159005,0.445,0.493587896,63.23238412,58.20686532,71.49464673,8.865419883,0.947373737,0.665774107
SYN_SUP_00084,SYN_COM_00084,Synthetic Supplier 84,Synthetic Commodity 84,China,Asia-Pacific,2,Electronics,78.22413595,86.25679868,96.56113026,82.4128727,0.571,1020.44,0.51,0.29,0,1,29,10914,0.817115241,0.024,30.55343163,0.32,72.1235237,0.54,60.64,0,1742,Low,5.23E-05,0.797504475,0.002657138,0.4,0,51.69655242,46.93448157,89.08056513,25.09000292,1.784375,0.531193619
SYN_SUP_00085,SYN_COM_00085,Synthetic Supplier 85,Synthetic Commodity 85,India,Asia-Pacific,2,Chemicals,67.46432294,58.9336753,79.3404553,65.99914467,0.5782,1276.58,0.66,0.69,3,1,39,768,0.94111936,0.024,57.94821201,0.74,83.15500242,0.87,59.77,1,1243,Low,0.000752865,0.918532496,0.05078125,0.675,0.532273158,36.94248697,80.47859376,87.07022765,9.261089909,0.781351351,0.573432067
SYN_SUP_00086,SYN_COM_00086,Synthetic Supplier 86,Synthetic Commodity 86,China,Asia-Pacific,2,Metals,69.04912292,62.44357034,80.1484911,71.01888266,0.0839,467.41,0.58,0.05,3,1,22,18003,0.99140546,0.03,78.65319485,1.44,87.31905066,0.27,78.29,1,1879,Low,4.66E-06,0.961663296,0.001222019,0.315,0.756378906,34.53030698,81.42947375,75.47424555,25.09000292,0.058263889,0.145258178
SYN_SUP_00087,SYN_COM_00087,Synthetic Supplier 87,Synthetic Commodity 87,China,Asia-Pacific,3,Chemicals,73.68902536,39.18605464,76.36476862,42.37666872,0.5029,930.86,0.65,0.45,3,0,37,28006,0.966841661,0.04,65.55919298,1.14,72.75734298,0.63,47.83,1,8209,High,1.80E-05,0.928167994,0.001321145,0.55,0.608499447,38.88134112,84.21341521,80.78238431,25.09000292,0.441140351,0.556070759
SYN_SUP_00088,SYN_COM_00088,Synthetic Supplier 88,Synthetic Commodity 88,China,Asia-Pacific,3,Agriculture,53.6839997,62.25221072,72.380126,60.54076117,0.3355,474.16,0.64,0.19,0,1,20,38794,0.866254942,0.021,60.05532556,1.13,72.99487838,0.8,66.37,1,1338,Moderate,8.65E-06,0.848063588,0.000515544,0.415,0,66.5481001,32.21039982,82.190063,25.09000292,0.296902655,0.290590593
SYN_SUP_00089,SYN_COM_00089,Synthetic Supplier 89,Synthetic Commodity 89,USA,North America,3,Chemicals,54.16613,66.30284353,37.67371886,31.24594351,0.8351,289.68,0.49,0.47,1,0,26,3603,0.91110561,0.032,87.41723679,0.91,69.93892866,0.27,84.43,3,4215,Moderate,0.000231779,0.881950231,0.007216209,0.48,0.256992174,67.23602117,45.83301133,54.23685943,8.865419883,0.917692308,0.594647569
SYN_SUP_00090,SYN_COM_00090,Synthetic Supplier 90,Synthetic Commodity 90,Brazil,Asia-Pacific,2,Chemicals,73.64577608,67.54218928,64.40644117,74.3302963,0.7254,1025.83,0.58,0.3,1,1,30,23888,0.914076884,0.02,98.84777603,0.75,91.30167341,0.26,63.43,1,8924,Moderate,3.04E-05,0.895795347,0.001255861,0.44,0.295157926,55.27564504,57.52079898,67.40322059,18.22248311,0.9672,0.71492909
SYN_SUP_00091,SYN_COM_00091,Synthetic Supplier 91,Synthetic Commodity 91,Brazil,South America,3,Agriculture,64.76372394,83.11218347,79.8099641,91.28494536,0.6226,953.82,0.67,0.25,3,1,39,30908,0.969166058,0.038,59.6547647,1.24,92.05817805,0.79,55.37,1,3447,Low,2.01E-05,0.932337748,0.001261809,0.46,0.55618389,46.49769662,78.85823437,85.70498205,14.99576555,0.502096774,0.5720672
SYN_SUP_00092,SYN_COM_00092,Synthetic Supplier 92,Synthetic Commodity 92,Indonesia,Asia-Pacific,3,Agriculture,64.36925792,56.2972627,53.4394291,49.90924995,0.4609,139.8,0.56,0.56,0,0,40,4919,0.888038273,0.03,62.28598264,1.51,98.65870284,0.28,50.12,3,11368,Moderate,9.37E-05,0.861397125,0.008131734,0.56,0,71.64325973,38.62155475,62.31971455,35.15983525,0.305231788,0.434075528
SYN_SUP_00093,SYN_COM_00093,Synthetic Supplier 93,Synthetic Commodity 93,Malaysia,Asia-Pacific,3,Metals,71.24312079,90.88836519,100,93.09665353,0.5151,1015.59,0.57,0.03,2,0,44,26456,0.911190655,0.022,73.61435157,0.78,74.12665664,0.63,69.37,1,8181,Low,1.95E-05,0.89114446,0.001663139,0.3,0.437340144,42.97574106,69.41253914,92.6,19.51874501,0.660384615,0.577654812
SYN_SUP_00094,SYN_COM_00094,Synthetic Supplier 94,Synthetic Commodity 94,Indonesia,Asia-Pacific,2,Electronics,55.09416666,58.66191374,56.22815174,42.70549451,0.7511,767.78,0.56,0.38,0,0,5,14795,0.909580205,0.046,67.60711219,1.46,99.99252522,0.8,43.98,2,11169,Moderate,5.08E-05,0.867739516,0.000337952,0.47,0,81.39454167,33.0565,74.11407587,35.15983525,0.514452055,0.714021163
SYN_SUP_00095,SYN_COM_00095,Synthetic Supplier 95,Synthetic Commodity 95,Brazil,South America,2,Agriculture,67.95826765,80.15430093,65.49502309,78.4157228,0.2741,898.38,0.79,0.3,0,1,10,11449,0.887461515,0.025,72.18852953,0.49,88.27161321,0.62,68.96,0,5356,Moderate,2.39E-05,0.865274977,0.000873439,0.545,0,50.41710632,40.77496059,75.14751155,14.99576555,0.559387755,0.377370383
SYN_SUP_00096,SYN_COM_00096,Synthetic Supplier 96,Synthetic Commodity 96,India,Asia-Pacific,3,Agriculture,38.24115574,54.92540911,55.5790964,31.89659857,0.7011,1254.67,0.73,0.3,3,1,13,21097,0.913707011,0.014,97.04872804,0.95,58.03279754,0.57,80.59,2,4830,Moderate,3.32E-05,0.900915113,0.000616201,0.515,0.874326658,53.39309549,62.94469344,69.1895482,9.261089909,0.738,0.688425323
SYN_SUP_00097,SYN_COM_00097,Synthetic Supplier 97,Synthetic Commodity 97,USA,North America,1,Chemicals,63.62256724,89.85634561,91.86728667,69.99514736,0.0766,1126.47,0.56,0.7,2,1,44,21241,0.936856979,0.051,90.95556203,1.34,72.50336139,0.71,69.13,1,2371,Low,3.61E-06,0.889077273,0.002071466,0.63,0.539110154,43.0804348,64.84020701,90.13364334,8.865419883,0.057164179,0.260740076
SYN_SUP_00098,SYN_COM_00098,Synthetic Supplier 98,Synthetic Commodity 98,Malaysia,Asia-Pacific,2,Agriculture,65.62344952,45.35834244,68.7793849,75.7983114,0.7826,975.45,0.42,0.56,3,1,42,14734,0.877697561,0.023,58.32897752,1.39,78.9915462,0.3,75.9,1,912,Moderate,5.31E-05,0.857510517,0.00285055,0.49,0.500177117,52.44679267,79.37406971,70.38969245,19.51874501,0.563021583,0.639972876
SYN_SUP_00099,SYN_COM_00099,Synthetic Supplier 99,Synthetic Commodity 99,Brazil,South America,3,Electronics,61.59428754,41.00603342,53.9314207,71.34957414,0.567,845.44,0.59,0.75,3,0,15,962,0.858958574,0.018,87.0719159,0.53,60.84415494,0.7,74.32,0,1390,Moderate,0.000589397,0.84349732,0.015592516,0.67,0.734449277,35.56699936,76.95657252,70.96571035,14.99576555,1.069811321,0.494187691
SYN_SUP_00100,SYN_COM_00100,Synthetic Supplier 100,Synthetic Commodity 100,Japan,Asia-Pacific,1,Agriculture,68.4851531,89.81556551,90.36413543,83.1813226,0.8422,1157.41,0.58,0.29,2,0,43,27962,0.832412603,0.042,88.36445827,1.39,86.61614885,0.86,75.26,0,6770,Low,3.01E-05,0.797451274,0.001537801,0.435,0.469775666,61.26852975,67.75775852,92.38206771,27.64600311,0.605899281,0.780663915
SYN_SUP_00101,SYN_COM_00101,Synthetic Supplier 101,Synthetic Commodity 101,Malaysia,Asia-Pacific,2,Agriculture,56.67750535,51.20446289,50.87248428,42.08479697,0.7933,1095.12,0.54,0.47,2,0,35,45237,0.95458958,0.026,89.54226704,0.69,80.97375295,0.24,76.47,2,4406,Moderate,1.75E-05,0.929770251,0.000773703,0.505,0.555024908,53.67870646,60.67316987,60.23624214,19.51874501,1.149710145,0.71090054
SYN_SUP_00102,SYN_COM_00102,Synthetic Supplier 102,Synthetic Commodity 102,China,Asia-Pacific,3,Electronics,53.55450728,42.17780287,50.37395646,38.97879346,0.0909,741.72,0.43,0.52,0,1,40,37987,0.899335724,0.029,89.98916518,0.58,81.64693586,0.15,73.12,1,9256,Moderate,2.39E-06,0.873254988,0.001052992,0.475,0,52.22842245,32.13270437,58.18697823,25.09000292,0.156724138,0.289389348
SYN_SUP_00103,SYN_COM_00103,Synthetic Supplier 103,Synthetic Commodity 103,japan,Asia-Pacific,1,Metals,62.39281337,80.57312945,57.47027844,30.71996093,0.6678,947.41,0.63,0.67,3,0,12,12037,0.94095033,0.045,64.18838421,1.32,52.69636178,0.33,74.3,0,8423,Moderate,5.55E-05,0.898607565,0.000996926,0.65,0.576801676,49.65751532,77.43568802,65.33513922,100,0.505909091,0.660552208
SYN_SUP_00104,SYN_COM_00104,Synthetic Supplier 104,Synthetic Commodity 104,japan,Asia-Pacific,2,Chemicals,64.3585018,57.90994929,92.9273553,74.42083207,0.5013,1376.04,0.7,0.46,2,0,46,33887,0.91771707,0.04,67.06304484,1.04,96.48399334,0.46,58.34,1,4180,Moderate,1.48E-05,0.881008387,0.001357453,0.58,0.393887367,48.9403577,65.28176774,85.66367765,100,0.482019231,0.581320787
SYN_SUP_00105,SYN_COM_00105,Synthetic Supplier 105,Synthetic Commodity 105,Brazil,North America,3,Electronics,61.92168193,52.01597454,53.18895362,36.29850915,0.2013,820.34,0.56,0.73,1,1,40,28726,0.906434236,0.024,82.18870731,1.22,98.53615645,0.77,53.41,3,8294,Moderate,7.01E-06,0.884679815,0.001392467,0.645,0.242368968,53.32657799,50.48634249,71.99447681,8.961393198,0.165,0.357113639
SYN_SUP_00106,SYN_COM_00106,Synthetic Supplier 106,Synthetic Commodity 106,Indonesia,Asia-Pacific,1,Chemicals,51.84860891,85.59108681,79.40517115,58.91424755,0.4282,117.49,0.67,0.56,0,0,17,20157,0.905770725,0.016,65.87363944,1.45,74.68125318,0.5,68.42,0,11999,Moderate,2.12E-05,0.891278393,0.000843379,0.615,0,74.30798688,31.10916534,79.70258557,35.15983525,0.295310345,0.418528973
SYN_SUP_00107,SYN_COM_00107,Synthetic Supplier 107,Synthetic Commodity 107,Indonesia,Asia-Pacific,2,Chemicals,69.77877683,80.95325108,78.80554106,76.04505105,0.4658,1223.24,0.54,0.69,0,1,25,18687,0.871651036,0.049,93.43301935,0.86,88.82004319,0.23,80.94,0,7067,Moderate,2.49E-05,0.828940136,0.001337828,0.615,0,60.12242811,41.8672661,74.00277053,35.15983525,0.541627907,0.569907976
SYN_SUP_00108,SYN_COM_00108,Synthetic Supplier 108,Synthetic Commodity 108,India,Asia-Pacific,1,Agriculture,64.63698657,55.4231906,42.12640567,49.99192515,0.1148,684.01,0.3,0.37,2,1,48,18869,0.900741171,0.046,72.95312236,1.22,81.60967228,0.81,74.39,2,11447,Moderate,6.08E-06,0.859307077,0.002543855,0.335,0.417927562,41.88038803,65.44885861,67.26320284,9.261089909,0.094098361,0.321281307
SYN_SUP_00109,SYN_COM_00109,Synthetic Supplier 109,Synthetic Commodity 109,India,Asia-Pacific,2,Agriculture,76.55612675,70.24109345,50.3498915,44.94840124,0.1896,128.23,0.47,0.35,1,0,34,12625,0.906513977,0.033,67.23988717,0.61,69.37063317,0.17,53.95,0,546,Low,1.50E-05,0.876599016,0.002693069,0.41,0.19647473,38.7620223,59.26700938,58.57494575,9.261089909,0.310819672,0.133436007
SYN_SUP_00110,SYN_COM_00110,Synthetic Supplier 110,Synthetic Commodity 110,Brazil,South America,2,Chemicals,58.03313199,40.93557531,68.40305166,54.82604815,0.4238,780.73,0.66,0.6,0,0,33,26672,0.845088906,0.018,71.84732296,1.3,63.88174146,0.23,73.53,0,11196,Moderate,1.59E-05,0.829877305,0.001237253,0.63,0,69.7834038,34.8198792,68.80152583,14.99576555,0.326,0.520213953
SYN_SUP_00111,SYN_COM_00111,Synthetic Supplier 111,Synthetic Commodity 111,Indonesia,Asia-Pacific,2,Metals,55.9296685,45.69537591,64.20826074,65.67166614,0.4095,636.88,0.32,0.56,2,1,14,18727,0.878719138,0.029,38.03262433,1.33,82.96858128,0.72,65.86,1,9362,Moderate,2.19E-05,0.853236283,0.000747584,0.44,0.216338767,53.94544936,60.22446777,76.50413037,35.15983525,0.307894737,0.463795647
SYN_SUP_00112,SYN_COM_00112,Synthetic Supplier 112,Synthetic Commodity 112,Brazil,South America,2,Food & Beverage,55.07803823,50.66138781,48.58740132,47.94951438,0.4589,1287.45,0.62,0.68,0,1,30,29418,0.835738463,0.037,78.27867219,1.09,73.41624758,0.76,94.95,0,6482,Moderate,1.56E-05,0.80481614,0.001019784,0.65,0,68.54518662,33.04682294,69.49370066,14.99576555,0.421009174,0.569499611
SYN_SUP_00113,SYN_COM_00113,Synthetic Supplier 113,Synthetic Commodity 113,India,Asia-Pacific,1,Electronics,61.63753873,47.13173095,58.0184449,37.64390608,0.9809,1076.61,0.6,0.64,0,0,9,17698,0.92627144,0.009,71.05862678,1.07,78.70236105,0.23,44.63,1,6046,Moderate,5.54E-05,0.917934997,0.000508532,0.62,0,78.99936145,36.98252324,63.60922245,9.261089909,0.916728972,0.840856861
SYN_SUP_00114,SYN_COM_00114,Synthetic Supplier 114,Synthetic Commodity 114,USA,North America,2,Electronics,61.72737442,58.42832652,41.79247699,36.07866944,0.4965,1145.76,0.76,0.54,0,1,34,15458,0.918350732,0.05,68.42155301,1.22,59.55597643,0.35,69.58,2,4709,Moderate,3.21E-05,0.872433196,0.002199508,0.65,0,69.10791895,37.03642465,57.89623849,8.865419883,0.406967213,0.545359715
SYN_SUP_00115,SYN_COM_00115,Synthetic Supplier 115,Synthetic Commodity 115,Brazil,South America,3,Chemicals,63.75954804,56.2660802,59.93958563,57.6690034,0.9128,458.24,0.8,0.42,0,0,46,23961,0.881766972,0.04,93.77324553,1.43,84.47574203,0.79,69.08,2,7825,Moderate,3.81E-05,0.846496294,0.001919786,0.61,0,81.95415819,38.25572882,75.76979281,14.99576555,0.638321678,0.715664867
SYN_SUP_00116,SYN_COM_00116,Synthetic Supplier 116,Synthetic Commodity 116,China,Asia-Pacific,1,Food & Beverage,58.97094464,71.76383958,79.38694135,66.70565181,0.9325,355.8,0.43,0.27,0,0,33,15786,0.894953746,0.021,83.3552806,1.01,85.76042093,0.65,80.06,1,9355,Low,5.91E-05,0.876159717,0.00209046,0.35,0,77.82266938,35.38256678,82.69347068,25.09000292,0.923267327,0.729022625
SYN_SUP_00117,SYN_COM_00117,Synthetic Supplier 117,Synthetic Commodity 117,China,Asia-Pacific,3,Metals,52.7176005,53.81214029,49.59813561,37.49211613,0.6994,1447.34,0.5,0.64,2,1,37,12828,0.948785243,0.034,70.13634672,0.67,72.63399154,0.23,74.53,1,6002,Moderate,5.45E-05,0.916526544,0.002884316,0.57,0.42854549,52.41717316,58.29722696,59.39906781,25.09000292,1.043880597,0.735353864
