Supplier_ID,Supplier_Name,Country,Industry_Sector,ESG_Score,Carbon_Emission_tCO2e,Waste_Management_Score,Water_Usage_m3,Energy_Consumption_MWh,Compliance_Status,Certifications,Lead_Time_Days,Production_Capacity_Units,On_Time_Delivery_Rate,Defect_Rate_Percent,Financial_Stability_Index,Sustainability_Report_Submitted,GHG_Reduction_Target_Percent,Renewable_Energy_Use_Percent,Employee_Training_Hours,Supplier_Tier
S00140,Supplier_140,Singapore,Textiles,59.41,4031.92,45.91,86141.98,4445.01,,None,51.12,251018.33,71.34,3.08,0.46,Yes,13.63,71.87,198.1,Tier 3
S00141,Supplier_141,Indonesia,Chemicals,61.74,1277.61,32.56,12056.16,5589.9,Partially Compliant,ISO 9001,54.36,19616.76,86.26,2.57,0.37,Yes,36.82,63.86,18.72,Tier 1
S00142,Supplier_142,Singapore,Chemicals,93.89,3147.11,51.52,57008.67,7949.16,Partially Compliant,None,11.86,486609.33,75.15,0.58,0.61,No,30.82,31.58,122.39,Tier 2
S00143,Supplier_143,China,Textiles,44.19,1216.37,85.11,56074.79,5181.58,Compliant,ISO 45001,67.04,135656.3,71.92,1.4,0.67,No,31.9,11.23,93.42,Tier 3
S00144,Supplier_144,Thailand,Plastics,60.98,4370.17,53.39,89123.19,4328.07,Non-Compliant,None,5.22,290173.21,76.14,3.12,0.72,Yes,36.47,11.98,119.81,Tier 2
S00145,Supplier_145,India,Chemicals,71.41,2232.79,66.61,61839.64,6558.8,,ISO 9001,5.96,103093.67,71.96,2.29,0.38,No,15.92,29.34,55.11,Tier 3
S00146,Supplier_146,,Plastics,65.34,3999.67,55.64,76179.78,9301.29,Compliant,ISO 9001,46.93,376463.11,91.97,5.0,0.69,No,12.72,80.78,191.7,Tier 3
S00147,Supplier_147,Singapore,Plastics,58.43,2748.81,43.44,48924.24,8832.65,Non-Compliant,ISO 45001,36.05,160878.24,91.92,1.66,0.39,Yes,47.73,53.06,63.43,Tier 3
S00148,Supplier_148,China,FMCG,69.81,1638.89,97.27,19963.3,9008.36,Partially Compliant,None,40.39,286812.88,98.55,1.05,0.62,No,31.27,14.16,130.19,Tier 3
S00149,Supplier_149,Malaysia,Metals,86.83,3586.85,60.02,32698.02,5387.45,Non-Compliant,ISO 9001,70.63,224650.54,88.47,4.22,0.56,,15.4,37.95,164.37,Tier 2
S00150,Supplier_150,Indonesia,FMCG,43.97,4107.89,58.78,25497.49,4453.48,Non-Compliant,ISO 45001,32.35,65277.31,84.74,2.73,0.32,Yes,26.81,12.66,207.49,Tier 2
S00151,Supplier_151,Indonesia,Automotive,93.01,4146.57,85.26,23089.21,1858.1,Partially Compliant,ISO 9001,69.72,180419.39,81.69,1.67,0.89,Yes,35.39,20.36,74.91,Tier 3
S00152,Supplier_152,Singapore,FMCG,49.38,3156.63,44.58,62944.28,2220.09,Non-Compliant,ISO 9001,11.73,243395.87,74.26,3.34,0.73,No,20.72,95.72,209.74,Tier 1
S00153,Supplier_153,Indonesia,Metals,55.44,3154.02,84.09,34191.62,1096.69,Compliant,ISO 9001,66.62,128309.93,81.47,3.35,0.82,No,3.23,13.96,63.27,Tier 2
S00154,Supplier_154,Singapore,Automotive,87.56,1852.61,57.82,45787.97,2876.41,Non-Compliant,ISO 9001,44.74,474215.3,94.62,3.06,0.67,Yes,6.27,55.83,103.61,Tier 3
S00155,Supplier_155,Indonesia,Textiles,88.24,2825.5,55.43,99481.86,3213.88,Partially Compliant,ISO 14001,90.35,470101.16,86.41,3.2,0.63,No,2.85,39.98,15.09,Tier 1
S00156,Supplier_156,Indonesia,Plastics,91.65,1643.66,75.85,69450.41,1984.93,Partially Compliant,,24.71,374716.08,92.38,2.15,0.9,Yes,19.39,77.72,38.75,Tier 1
S00157,Supplier_157,Malaysia,Chemicals,88.31,1532.66,35.29,53556.82,7976.95,Partially Compliant,ISO 45001,48.28,11650.02,89.58,4.68,0.36,No,9.91,67.09,119.03,Tier 2
S00158,Supplier_158,Vietnam,Plastics,N/A,1768.1,32.59,32383.95,1262.23,Compliant,ISO 14001,51.43,40401.04,78.42,4.55,0.68,No,3.89,72.63,13.75,Tier 2
S00159,Supplier_159,Indonesia,Chemicals,64.45,4008.56,47.06,60530.85,1791.25,Non-Compliant,ISO 45001,51.47,419069.74,86.66,2.17,1.0,No,2.16,1.34,88.99,
S00160,Supplier_160,Vietnam,Textiles,76.37,765.38,65.37,87844.69,3500.47,Non-Compliant,None,50.16,16597.42,98.13,3.02,0.86,No,29.99,63.41,193.57,Tier 1
S00161,Supplier_161,China,Metals,68.67,3079.75,83.23,26687.9,1697.44,Non-Compliant,ISO 45001,83.44,41680.55,90.24,3.28,0.89,No,13.18,92.32,117.53,Tier 2
S00162,Supplier_162,India,,88.2,2051.53,72.44,100235.0,1728.06,Non-Compliant,ISO 9001,34.53,296162.63,97.83,0.72,0.3,No,32.26,56.7,42.96,Tier 1
S00163,Supplier_163,Thailand,FMCG,49.67,1267.67,50.56,63987.79,8762.06,Non-Compliant,ISO 14001,85.7,270034.52,77.55,2.94,0.54,No,10.25,2.5,95.15,Tier 2
S00164,Supplier_164,Malaysia,Automotive,61.1,717.95,78.66,84726.07,1669.41,Non-Compliant,ISO 14001,30.13,70604.65,97.51,1.83,0.38,Yes,10.94,49.61,187.77,Tier 3
S00165,Supplier_165,India,Electronics,69.52,3051.11,40.09,39435.83,507.2,Partially Compliant,ISO 9001,13.27,437984.6,74.69,1.44,0.68,Yes,30.93,84.12,42.63,Tier 1
S00166,Supplier_166,Thailand,Textiles,79.8,1188.2,54.41,11265.05,6215.82,Compliant,ISO 14001,49.91,156404.06,82.85,0.17,0.61,No,17.45,66.9,21.81,Tier 3
S00167,Supplier_167,Indonesia,Automotive,45.77,3796.02,47.37,101375.86,3420.32,Partially Compliant,ISO 14001,62.37,236842.6,75.87,2.23,0.93,Yes,50.83,85.73,197.06,Tier 1
S00168,Supplier_168,Singapore,Plastics,50.56,3965.72,73.55,45942.2,1404.34,,ISO 9001,12.97,168681.71,82.23,2.12,0.78,Yes,17.44,30.57,15.03,Tier 1
S00169,Supplier_169,,Plastics,53.31,3637.0,N/A,43189.8,2307.29,Non-Compliant,None,54.96,53424.2,78.61,1.97,0.9,Yes,18.76,69.35,138.62,Tier 1
S00170,Supplier_170,Vietnam,Textiles,61.4,2932.21,62.48,50873.38,4433.57,Compliant,ISO 9001,33.9,135738.47,102.79,0.54,0.5,No,16.91,99.52,105.34,Tier 3
S00171,Supplier_171,Thailand,Metals,47.27,4800.98,64.29,98443.42,9258.72,Non-Compliant,ISO 9001,9.23,255755.73,102.45,4.93,0.4,No,13.8,84.89,177.73,Tier 3
S00172,Supplier_172,,Electronics,48.79,2163.96,72.04,94890.74,1857.97,Non-Compliant,None,41.81,298979.88,96.86,4.92,0.64,No,5.11,19.7,62.91,Tier 1
S00173,Supplier_173,Indonesia,,89.19,4409.4,64.38,28878.72,7574.73,Partially Compliant,None,71.92,5869.06,76.51,0.9,0.38,No,19.9,70.85,105.21,
S00174,Supplier_174,Thailand,,69.7,N/A,55.0,102281.48,4195.8,Non-Compliant,ISO 45001,76.68,173977.89,83.83,0.11,0.92,No,2.89,82.03,76.34,Tier 2
S00175,Supplier_175,Thailand,Plastics,68.57,4753.48,68.36,24604.11,2412.59,Partially Compliant,None,46.36,468432.0,83.08,2.72,0.38,No,34.81,58.77,43.47,Tier 3
S00176,Supplier_176,China,FMCG,73.17,1464.08,46.44,68615.96,9291.48,Compliant,None,9.7,493424.88,96.78,3.7,0.6,No,5.99,6.88,137.97,Tier 1
S00177,Supplier_177,India,Plastics,47.35,1440.94,85.99,23450.03,1660.9,Compliant,None,41.54,413503.78,80.41,4.28,0.69,No,25.81,8.23,31.16,Tier 2
S00178,Supplier_178,Indonesia,Textiles,61.22,4822.93,66.86,68120.02,5342.44,Non-Compliant,,27.55,91539.32,99.05,5.04,0.79,No,5.5,5.73,25.54,Tier 2
S00179,Supplier_179,Singapore,FMCG,82.22,2432.79,56.04,96017.34,3351.39,Partially Compliant,None,37.71,344046.94,92.62,3.57,0.81,No,11.66,79.77,111.71,Tier 1
S00180,Supplier_180,India,Textiles,46.13,2119.39,84.99,86680.58,166.32,Non-Compliant,ISO 14001,42.52,61641.09,73.53,4.77,0.75,Yes,37.12,78.65,172.33,Tier 2
S00181,Supplier_181,China,Plastics,91.84,4822.27,77.36,29166.95,5603.45,Non-Compliant,ISO 9001,92.28,191969.13,75.46,3.22,0.44,Yes,42.36,71.47,182.81,Tier 3
S00182,Supplier_182,Vietnam,Electronics,96.08,1768.82,30.12,32623.17,4236.16,Compliant,,19.25,423432.47,90.13,0.89,0.72,No,31.47,95.99,30.01,Tier 2
S00183,Supplier_183,Thailand,FMCG,39.64,775.95,N/A,98830.88,5135.21,,ISO 14001,45.5,392086.14,80.41,3.44,0.58,,29.92,75.63,158.41,Tier 2
S00184,Supplier_184,Indonesia,Metals,83.88,4691.01,45.0,54060.22,1997.44,Compliant,None,35.54,366009.61,89.75,2.96,0.76,,15.71,98.07,120.37,Tier 3
S00185,Supplier_185,India,Metals,73.86,110.95,86.56,53025.02,3685.47,Non-Compliant,ISO 45001,54.58,395239.23,89.72,2.38,0.86,Yes,46.68,93.21,188.44,Tier 2
S00186,Supplier_186,Vietnam,FMCG,62.51,641.27,88.17,51154.24,3727.29,Partially Compliant,ISO 9001,51.1,284251.42,70.03,2.79,0.54,Yes,35.44,18.59,196.03,Tier 1
S00187,Supplier_187,Singapore,Plastics,67.44,3946.79,90.96,26498.81,8768.71,Partially Compliant,ISO 45001,22.0,290863.78,90.62,2.6,0.33,No,46.92,45.42,194.01,
S00188,Supplier_188,Malaysia,Chemicals,94.8,2229.02,64.32,28454.58,7251.98,,None,12.87,92584.87,75.74,4.46,0.86,Yes,31.77,59.76,7.8,Tier 1
S00189,Supplier_189,Vietnam,FMCG,49.88,3055.4,46.27,15800.98,408.83,Non-Compliant,ISO 45001,62.63,214408.97,94.51,4.23,0.91,Yes,25.84,12.66,79.13,Tier 3
S00190,Supplier_190,India,Plastics,87.12,1662.76,57.82,42216.48,1350.38,Compliant,ISO 9001,62.29,29575.97,84.62,3.11,0.43,Yes,33.45,5.98,192.74,Tier 1
S00191,Supplier_191,Indonesia,Textiles,85.11,2815.77,37.07,80964.96,6298.62,Compliant,ISO 14001,33.62,105204.02,78.37,0.52,0.69,No,40.75,59.52,46.17,Tier 3
S00192,Supplier_192,Thailand,FMCG,55.94,1524.65,96.87,39916.1,1900.77,Non-Compliant,None,76.3,120872.98,94.06,0.15,0.56,Yes,39.39,95.18,118.24,Tier 2
S00193,Supplier_193,China,Electronics,86.41,3066.37,53.85,38801.62,824.37,Non-Compliant,ISO 14001,44.82,275145.74,95.89,0.17,0.78,,37.3,95.42,45.02,Tier 3
S00194,Supplier_194,China,Textiles,49.42,4644.17,46.78,49428.97,1308.62,Partially Compliant,ISO 9001,84.46,412680.61,86.39,0.61,0.47,Yes,36.76,73.89,37.44,Tier 2
S00195,Supplier_195,Thailand,Automotive,91.21,4399.06,46.54,60345.11,1053.48,Partially Compliant,ISO 14001,68.43,396756.71,70.48,1.51,0.43,No,15.3,49.8,23.99,Tier 2
S00196,Supplier_196,Thailand,Chemicals,89.12,1693.91,79.76,14924.65,9335.39,Non-Compliant,None,33.15,21420.56,73.53,1.28,0.8,No,40.82,14.73,39.49,Tier 2
S00197,Supplier_197,India,FMCG,75.89,1485.95,70.09,25517.72,428.27,Non-Compliant,ISO 14001,65.01,323174.34,79.4,2.54,0.83,No,4.4,80.42,83.88,Tier 2
S00198,Supplier_198,Indonesia,Chemicals,43.87,277.6,75.79,86999.0,8879.93,Non-Compliant,ISO 45001,54.02,128449.26,74.03,2.78,0.92,No,12.18,17.32,114.88,Tier 3
S00199,Supplier_199,China,Automotive,68.79,670.46,89.31,28191.29,3124.43,Partially Compliant,ISO 9001,51.9,353986.39,68.47,0.53,0.91,Yes,46.2,96.81,92.96,Tier 3
S00200,Supplier_200,Vietnam,Automotive,67.59,4262.19,77.41,24097.29,4971.11,Compliant,ISO 45001,74.86,156711.94,72.72,2.95,0.33,No,44.99,13.33,167.2,Tier 1
S00201,Supplier_201,China,Plastics,48.35,3654.12,96.65,84755.47,7370.76,Non-Compliant,ISO 45001,21.56,462069.25,80.47,1.05,0.7,Yes,47.48,37.1,96.93,Tier 2
S00202,Supplier_202,Malaysia,Electronics,47.25,4826.48,29.33,101760.38,4158.19,Compliant,ISO 14001,21.63,142099.27,96.21,3.71,0.79,Yes,32.62,68.81,101.52,Tier 3
S00203,Supplier_203,Thailand,Chemicals,90.27,2150.88,86.32,77866.65,1101.94,Non-Compliant,ISO 14001,17.6,117628.33,86.78,1.63,0.9,Yes,11.54,48.65,47.8,Tier 2
S00204,Supplier_204,Singapore,Chemicals,55.31,4636.71,43.74,81078.22,6147.74,Non-Compliant,ISO 14001,78.8,65668.08,90.1,4.67,0.96,Yes,38.34,64.83,163.92,Tier 1
S00205,Supplier_205,China,FMCG,71.01,3531.71,72.57,76102.57,748.91,Partially Compliant,ISO 9001,72.23,267645.07,92.62,4.58,0.37,No,33.74,41.86,104.81,Tier 1
S00206,Supplier_206,,Electronics,86.04,1222.83,48.79,60770.8,4984.75,Compliant,ISO 45001,47.54,298779.1,81.97,3.22,0.38,Yes,5.61,87.69,51.15,Tier 3
S00207,Supplier_207,Vietnam,Chemicals,51.93,3078.75,87.15,100919.29,3124.53,Compliant,ISO 14001,46.79,97350.46,104.03,4.35,0.48,No,0.31,5.09,164.32,Tier 2
S00208,Supplier_208,Vietnam,Electronics,94.57,3065.59,32.46,58803.13,4241.66,Compliant,ISO 14001,82.79,501089.44,89.8,2.83,0.95,No,26.4,90.43,162.64,Tier 3
S00209,Supplier_209,,FMCG,75.1,4169.13,77.23,88724.26,4333.77,Compliant,ISO 45001,87.07,427931.12,94.2,1.61,0.95,Yes,26.82,90.57,173.39,Tier 2
S00210,Supplier_210,Indonesia,Chemicals,63.38,4386.65,87.26,58261.98,2998.29,Partially Compliant,ISO 45001,78.41,246025.81,83.17,0.8,0.41,No,24.58,48.04,66.64,Tier 1
S00211,Supplier_211,Vietnam,Automotive,50.05,2153.87,89.52,76451.79,5074.45,Compliant,None,92.06,423579.49,95.77,1.02,0.78,Yes,11.04,53.92,191.85,Tier 2
S00212,Supplier_212,Thailand,Chemicals,71.8,3030.53,37.94,70498.4,5934.72,Non-Compliant,ISO 14001,35.03,500689.8,80.51,3.27,0.75,,21.37,65.53,46.63,Tier 2
S00213,Supplier_213,Indonesia,Automotive,85.78,4657.26,88.28,11525.1,7369.06,Partially Compliant,None,70.76,265058.34,71.06,1.37,0.87,No,37.03,6.24,126.7,Tier 2
S00214,Supplier_214,Indonesia,Automotive,59.76,2503.06,100.29,12188.83,5631.74,,,5.27,87560.64,100.24,2.39,0.9,Yes,42.57,72.1,200.67,Tier 2
S00215,Supplier_215,Vietnam,Automotive,47.24,418.46,75.58,54688.57,3842.66,Partially Compliant,None,62.64,177908.71,71.95,4.09,0.9,Yes,40.26,77.32,116.57,Tier 2
S00216,Supplier_216,Indonesia,Textiles,46.38,N/A,38.61,13697.64,4723.71,Partially Compliant,ISO 14001,9.76,82296.92,75.55,4.02,0.42,Yes,10.05,82.96,94.18,Tier 2
S00217,Supplier_217,Singapore,Plastics,75.09,2478.7,41.81,58052.61,9336.53,Partially Compliant,ISO 9001,76.0,292886.79,89.22,5.02,0.93,No,12.08,26.46,123.68,Tier 2
S00218,Supplier_218,China,Metals,88.7,3119.09,97.42,42050.34,628.76,Non-Compliant,ISO 14001,59.05,6999.17,85.04,4.02,0.37,,13.8,96.58,122.97,Tier 2
S00219,Supplier_219,Singapore,Metals,55.8,1604.88,46.56,2564.98,519.3,Partially Compliant,ISO 9001,30.9,131769.8,74.34,3.78,0.65,Yes,15.34,45.45,20.93,Tier 3
S00220,Supplier_220,China,Plastics,64.06,871.79,32.64,101912.81,10374.33,Non-Compliant,ISO 14001,33.97,294159.97,85.26,1.81,0.44,Yes,38.17,73.0,37.84,Tier 3
S00221,Supplier_221,China,Chemicals,80.18,1014.73,75.6,47558.3,7119.47,Partially Compliant,ISO 9001,46.32,262835.85,74.85,1.43,0.72,No,19.42,55.43,166.73,Tier 1
S00222,Supplier_222,Malaysia,Automotive,91.02,1508.62,30.19,87677.79,1505.07,Non-Compliant,ISO 14001,66.96,292260.91,88.56,1.36,0.42,No,1.02,15.8,120.42,Tier 2
S00223,Supplier_223,Singapore,Electronics,55.85,1187.96,47.25,33116.58,1608.88,Partially Compliant,ISO 45001,66.02,103357.41,74.08,1.96,0.32,Yes,33.53,73.91,26.13,Tier 2
S00224,Supplier_224,Vietnam,Plastics,62.78,527.27,76.24,61420.43,3559.02,Compliant,ISO 9001,37.12,476791.7,100.17,2.97,0.96,Yes,22.28,38.56,174.12,Tier 2
S00225,Supplier_225,India,Electronics,69.45,2702.63,35.64,93997.37,853.71,Non-Compliant,None,17.8,418998.87,87.78,3.31,0.31,Yes,29.25,4.55,140.77,Tier 1
S00226,Supplier_226,Singapore,FMCG,83.71,4514.0,77.29,39250.76,6221.88,Non-Compliant,ISO 45001,13.49,351027.86,92.51,3.52,0.47,No,47.79,25.6,5.29,Tier 3
S00227,Supplier_227,Indonesia,Textiles,89.39,3345.14,52.62,12124.76,3342.48,Non-Compliant,ISO 9001,31.48,283179.19,96.04,4.53,0.49,Yes,4.74,49.27,78.93,Tier 1
S00228,Supplier_228,India,FMCG,84.45,3201.46,59.52,68023.88,8475.56,Partially Compliant,,29.34,53144.99,88.44,2.66,0.69,No,31.56,72.8,40.08,Tier 1
S00229,Supplier_229,Vietnam,FMCG,53.15,824.48,54.5,73374.57,6942.78,Compliant,ISO 9001,66.48,415611.2,74.58,0.35,0.75,Yes,15.11,87.9,122.26,Tier 1
S00230,Supplier_230,Indonesia,Plastics,41.21,1980.29,97.82,37959.94,6514.91,Partially Compliant,ISO 45001,23.8,397084.05,70.37,4.01,0.62,Yes,46.47,11.12,57.86,Tier 2
S00231,Supplier_231,India,Electronics,67.95,2566.59,68.02,72196.07,7977.54,Partially Compliant,ISO 14001,5.25,276982.22,93.99,2.15,0.63,No,47.8,89.67,93.01,Tier 3
S00232,Supplier_232,Indonesia,Chemicals,97.42,1780.23,40.46,47814.16,325.61,Non-Compliant,,66.26,416411.96,76.6,1.53,0.6,Yes,19.49,66.48,104.81,Tier 2
S00233,Supplier_233,Vietnam,Metals,48.25,4713.44,83.04,93663.26,4652.33,Compliant,ISO 45001,22.32,12757.71,80.25,4.31,0.86,No,42.89,24.31,58.18,Tier 3
S00234,Supplier_234,Malaysia,FMCG,62.43,1420.25,43.98,43806.71,7780.93,Partially Compliant,ISO 14001,45.14,302974.54,79.23,2.87,0.59,No,33.79,40.26,85.99,Tier 3
S00235,Supplier_235,Vietnam,Metals,84.12,2375.45,59.29,71876.81,9956.15,Non-Compliant,ISO 14001,11.52,280008.27,72.96,2.83,0.57,No,45.75,49.74,18.54,Tier 2
S00236,Supplier_236,Vietnam,,73.99,1906.57,66.95,92803.11,7114.18,Non-Compliant,None,9.91,293901.38,88.04,0.15,0.74,No,47.41,8.96,109.38,Tier 2
S00237,Supplier_237,Vietnam,Chemicals,81.22,1032.63,50.72,78390.26,5273.49,Non-Compliant,ISO 14001,64.38,373696.4,96.32,1.16,0.66,Yes,15.83,5.28,189.18,Tier 3
S00238,Supplier_238,,FMCG,78.75,2316.23,64.96,77376.27,8063.56,Partially Compliant,None,84.46,184815.59,92.93,4.35,0.48,Yes,36.63,44.0,44.12,Tier 2
S00239,Supplier_239,Malaysia,,53.68,3002.85,97.81,91643.81,4630.32,Compliant,None,39.91,334162.58,96.92,1.36,0.69,Yes,47.38,29.74,77.46,Tier 3
S00240,Supplier_240,Singapore,Chemicals,65.83,1065.96,42.47,52204.1,433.89,Partially Compliant,None,8.95,252782.14,90.32,2.6,1.0,No,43.29,35.32,11.29,Tier 2
S00241,Supplier_241,China,Electronics,N/A,N/A,79.42,1959.89,1331.76,Partially Compliant,,21.02,169668.4,95.24,2.73,0.51,No,47.47,60.39,180.64,Tier 1
S00242,Supplier_242,Singapore,Chemicals,80.22,4296.84,92.46,50058.62,8855.68,Non-Compliant,ISO 14001,5.6,167689.26,86.2,4.55,0.92,Yes,40.68,68.45,92.26,Tier 2
S00243,Supplier_243,Vietnam,Metals,44.21,4125.55,63.46,92955.67,9281.34,Non-Compliant,ISO 9001,25.5,455704.64,77.08,4.99,0.32,Yes,24.04,76.74,40.72,Tier 2
S00244,Supplier_244,China,Automotive,42.32,1804.62,81.35,6577.35,7113.21,Non-Compliant,None,73.3,36398.42,97.8,4.63,0.63,No,7.95,15.7,64.95,Tier 2
S00245,Supplier_245,,Metals,73.19,3839.79,29.98,66620.12,341.3,Compliant,ISO 9001,72.94,144220.12,79.27,4.96,0.46,Yes,47.33,30.24,161.3,Tier 2
S00246,Supplier_246,China,Automotive,50.93,4664.84,42.44,25288.97,1661.75,Partially Compliant,ISO 45001,85.86,417148.89,68.08,3.12,0.34,Yes,25.36,2.89,131.98,Tier 2
S00247,Supplier_247,Indonesia,Textiles,51.03,439.83,61.08,13227.02,3570.69,Non-Compliant,ISO 14001,17.38,307474.08,81.57,4.61,0.86,Yes,40.24,48.59,107.31,Tier 3
S00248,Supplier_248,Malaysia,Plastics,71.21,3809.26,82.75,61088.83,6135.7,Partially Compliant,ISO 14001,48.21,43112.35,71.16,3.31,0.56,,2.19,92.28,44.03,Tier 2
S00249,Supplier_249,Malaysia,Plastics,69.7,1985.29,81.95,87598.27,1699.01,Non-Compliant,ISO 45001,66.91,222915.82,81.12,4.26,0.97,Yes,27.41,52.56,118.11,Tier 1
S00250,Supplier_250,Indonesia,Chemicals,53.77,2989.96,55.46,75125.32,1641.47,Partially Compliant,ISO 45001,54.56,306522.04,83.25,4.57,0.73,Yes,27.18,67.49,183.39,Tier 1
S00251,Supplier_251,India,Metals,40.06,2218.88,100.2,94020.13,9666.7,Compliant,ISO 9001,84.27,70018.54,94.15,4.79,0.82,No,47.09,97.43,135.24,Tier 1
S00252,Supplier_252,China,Chemicals,79.18,415.53,32.85,35474.64,8687.85,Compliant,,53.17,29438.76,96.31,2.48,0.68,No,18.22,90.27,0.63,Tier 3
S00253,Supplier_253,Malaysia,Textiles,83.22,2235.49,81.32,84991.11,8554.09,Compliant,ISO 9001,50.21,418724.77,82.64,1.65,0.7,Yes,43.89,69.01,138.29,Tier 3
S00254,Supplier_254,India,Chemicals,65.0,3161.02,34.67,36273.07,8439.75,Non-Compliant,,17.82,107716.11,86.63,1.72,1.01,Yes,18.79,54.45,105.71,Tier 2
S00255,Supplier_255,Malaysia,Electronics,77.42,1082.44,74.55,85860.77,3328.01,Partially Compliant,ISO 45001,19.52,429739.29,94.76,0.5,0.76,Yes,36.62,90.36,153.65,Tier 1
S00256,Supplier_256,Thailand,Electronics,46.95,992.21,49.04,78243.14,6166.87,Partially Compliant,None,39.83,308991.84,102.55,4.14,0.51,Yes,39.08,7.89,7.96,Tier 3
S00257,Supplier_257,China,Chemicals,57.65,5048.35,42.82,38072.16,7237.8,Compliant,ISO 45001,15.65,402737.39,98.81,1.22,0.38,No,30.08,42.97,47.13,Tier 1
S00258,Supplier_258,Thailand,FMCG,75.54,3045.06,65.18,43539.73,942.56,Compliant,None,37.58,434031.12,95.41,3.75,0.89,Yes,34.71,35.5,208.16,Tier 1
S00259,Supplier_259,India,Textiles,74.44,1698.72,71.04,92787.46,8989.83,Compliant,None,37.71,236942.76,72.09,4.59,0.43,No,51.0,4.22,173.97,Tier 2
S00260,Supplier_260,India,Metals,82.35,4846.55,38.04,85376.0,3469.88,Compliant,None,27.13,481242.67,75.19,2.09,0.68,No,37.47,26.74,3.35,Tier 2
S00261,Supplier_261,Singapore,Plastics,70.62,1563.09,35.25,34031.97,2542.22,Compliant,ISO 45001,29.11,501351.88,70.8,3.56,0.82,No,17.12,88.23,147.07,Tier 3
S00262,Supplier_262,India,Metals,87.45,768.93,80.13,63821.49,2940.2,Non-Compliant,ISO 9001,21.92,16152.53,83.96,4.0,0.42,Yes,20.47,46.8,36.76,Tier 2
S00263,Supplier_263,Vietnam,Textiles,64.36,3958.58,63.7,42179.99,7280.98,Partially Compliant,ISO 14001,17.67,416039.87,89.74,2.56,0.63,No,46.27,97.33,13.46,Tier 2
S00264,Supplier_264,Malaysia,Automotive,68.95,5123.87,51.06,63026.08,9728.57,Non-Compliant,ISO 45001,29.2,94953.52,76.21,0.15,0.49,No,2.14,50.55,69.11,Tier 2
S00265,Supplier_265,India,Plastics,84.89,4688.07,70.4,25004.23,7424.14,Partially Compliant,ISO 45001,59.42,127389.93,88.41,1.74,0.63,Yes,20.16,73.34,10.0,Tier 1
S00266,Supplier_266,India,Plastics,83.26,1316.47,84.63,39512.17,7314.59,Non-Compliant,ISO 14001,43.53,455014.4,94.87,3.74,0.53,No,9.38,71.78,104.19,Tier 3
S00267,Supplier_267,Indonesia,Plastics,88.3,2094.23,48.85,14187.91,4169.12,Partially Compliant,ISO 14001,26.0,404244.49,85.35,2.79,0.44,Yes,7.71,49.83,17.28,Tier 2
S00268,Supplier_268,Thailand,Plastics,72.3,2211.68,92.72,58932.72,717.5,Non-Compliant,None,60.48,65894.33,88.65,3.45,0.6,No,46.36,76.91,15.34,Tier 1
S00269,Supplier_269,Singapore,Textiles,55.8,440.02,43.74,5139.15,1297.68,,None,47.2,124399.36,97.42,0.6,0.33,Yes,42.07,66.99,35.79,Tier 1
S00270,Supplier_270,India,Textiles,70.8,191.87,72.54,26619.8,2411.89,Compliant,None,47.29,508232.19,77.23,3.71,0.96,No,34.81,16.43,75.02,Tier 2
S00271,Supplier_271,Indonesia,Plastics,46.27,3097.72,96.56,54145.46,3324.45,Compliant,ISO 45001,68.69,34258.93,89.23,3.26,0.91,No,45.56,80.67,193.06,Tier 1
S00272,Supplier_272,Thailand,Electronics,82.74,4596.77,89.86,34257.65,10215.98,Non-Compliant,ISO 9001,70.4,135523.53,73.17,1.23,0.96,Yes,18.7,99.97,152.05,Tier 1
S00273,Supplier_273,Indonesia,Textiles,88.98,3073.46,86.95,48906.97,6561.56,Partially Compliant,ISO 45001,14.03,361998.14,88.11,3.66,0.93,Yes,9.03,59.16,93.36,Tier 2
S00274,Supplier_274,Singapore,Metals,N/A,3776.24,49.66,31713.97,4076.3,Non-Compliant,ISO 14001,18.51,435031.09,85.37,4.22,0.86,Yes,18.94,26.76,70.21,Tier 1
S00275,Supplier_275,Indonesia,Textiles,54.39,4731.47,38.07,95323.39,2747.99,Partially Compliant,None,38.04,78955.79,94.73,2.24,0.62,Yes,36.81,75.55,124.58,Tier 2
S00276,Supplier_276,Singapore,Chemicals,63.32,2845.71,65.16,17548.81,1899.88,Compliant,ISO 9001,27.91,31128.1,94.54,0.22,0.86,No,40.1,87.95,139.85,Tier 1
S00277,Supplier_277,China,Plastics,72.26,321.83,69.52,48227.71,8091.05,Partially Compliant,None,74.24,105456.61,70.69,0.74,1.0,Yes,41.67,96.2,187.38,Tier 2
S00278,Supplier_278,India,Plastics,N/A,2163.41,30.48,51976.12,889.68,Partially Compliant,ISO 9001,21.04,346304.51,103.58,3.19,0.47,No,29.75,32.88,141.81,Tier 3
S00279,Supplier_279,Indonesia,Metals,47.4,2117.2,83.93,12465.22,7453.9,Partially Compliant,ISO 14001,28.91,144525.58,99.13,2.09,0.56,Yes,43.39,82.74,106.73,Tier 2
S00280,Supplier_280,China,Textiles,59.73,574.99,40.73,89946.42,7675.82,Compliant,ISO 9001,70.99,176584.0,80.77,4.8,0.67,Yes,28.4,78.56,111.37,Tier 1
